Word,PQConcepts,GenRiddle
diary,"['a diary', 'beležnica']","
I am a record of secrets, both big and small,
Beneath my cover, memories sprawl.
With ciphered words and hidden ink,
I hold thoughts that you dare not think.

I am a companion, a loyal friend,
On your desk or in your bag, I'll always attend.
My pages filled with laughter and pain,
A faithful companion through sunshine and rain.

In me, you write your deepest fears,
Your wildest dreams, your greatest cheers.
A safe haven for your innermost thoughts,
I am a diary, forever sought.

In Slovenian, I am known as ""beležnica"",
"
bed,"['a bed', 'cot']","

I am a place for sleep, with pillows and sheets,
But fold me up and I become petite.
Comfortable and cozy, I'm where you rest your head,
But as a cot, I'm small and can be taken to bed."
candle,"['a birthday cake', 'decoration', 'award']","

I sit atop a birthday cake
A flicker of light, I make
With wax and wick, I am made
As decoration, I am often displayed

No flame can compare to my glow
For I am a symbol, you surely know
Of reaching a milestone, a year older
On your special day, I am a treasured holder

But do not underestimate my worth
For I have been known to bring forth
Recognition and praise on special occasions
For achievements and successes, I am the chosen decoration"
beef,"['a plate', 'govedina']","

On a plate, it sizzles and steams
A dish beloved by many, it seems
From a cow it comes, a staple of meals
This protein-rich food, on a plate it heels
In Slovenian, it's called ""govedina""
What is this delicious dish? It's a riddle, you must use your je-ne-sais-quoi 
to find the answer, it's not too brief 
So tell me, dear friend, what is the word for this plate of beef?"
wine,"['Drinking', 'a beverage', 'age well', 'alcohol', 'alcoholic', 'a homeless shelter']","

I am a beverage, drunk with delight,
Aged to perfection, I'll make your night bright.
But be warned, I'll make you feel just fine,
For too much of me can lead to a crime.
What am I?"
diary,"['a diary', 'beležnica']","

""My pages hold the secrets of my life, 
words written each day to remember the strife. 
In me, you'll find each thought, each worry, 
captured within the covers of a diary. 
What am I, this beloved notebook of mine? 
In Slovenian, I am known as beležnica, divine."""
shipwreck,"['accident', 'fail']","

What once sailed strong and true,
Now lies in pieces, broken and through.
An accident at sea, it did encounter,
Leaving behind a shipwreck that would flounder.
A tale of failure, this disaster tells,
A ship no longer bound by ocean swells."
bullet,"['a projectile', 'ammo', 'ammo up', 'ammo-', 'ammunition', 'sand']","

I am a swift and deadly projectile,
Flying towards my target, I am quite vital.
Handle me with care, for I am ammo,
In a gun, I am the ultimate show.
But beware, for too much of me spells trouble,
For when ammo-ed up, things can easily crumble.
So listen closely, to this warning I shout,
I am an ammo-, use me wisely, there's no doubt."
appearance,[],"
I have no shape, yet I am seen
Without touch, still I am keen
My presence changes over time
But stay true to my initial design
My reflection may not be true
For what you see is just a view
I may hide what lies beneath
But still, my essence I bequeath
What am I, you may ask, with persistence?
Well, I am simply, the word ""appearance""."
cd player,[],"

I am a device, not too fancy or grand
But I hold music in the palm of your hand
Pop in a disc or press play on your phone
With me as your guide, your playlist will roam

I spin and I whirl, while you tap your feet
The sound that I emit is oh so sweet
But don't forget to keep me clean and tidy
Or your favorite tunes will sound quite feisty

Some say I'm outdated, stuck in the past
But true music lovers know I'll always last
I may not stream or connect to Wi-Fi
But I'll still bring joy and make you"
screw,"['a motorcycle', 'a simple machine', 'an inclined plane', 'fuck', 'a fuck']","


I am found on two wheels,
And needed to keep your ride in check.
I am a simple machine, yet essential,
And with force, I can make you yell ""Oh heck!""

I am also found on an inclined plane,
Turning and tightening with ease.
But be careful how you use me,
For my power may bring you to your knees.

Some say my name is a curse word,
But in the motorcycle world, I am key.
Without me, your ride will surely be screwed,
So next time you ride, don't forget about me."
stable,"['konjušarnica', 'lasting', 'long-lasting']","

I am a home for horses, but not made of wood,
I am always standing where I should,
My walls are strong and my roof is able,
For I am known to be quite stable.
Though horses come and go, I stay unwavering,
My foundation is strong, never faltering.
I am a symbol of lasting and long-lasting,
In a world where change is often contrasting. 
What am I?"
library,"['a library', 'a library.', 'a town', 'book', 'books', 'borrowing books', 'do research', 'school', 'a school', 'any school', 'building']","

Within a town, it can be found
A place that holds knowledge profound
With shelves lined up and filled with glee
A home for every book to be
What am I, you may query?
A place known as a library."
earth,"['Earth', 'a molten core', 'an atmosphere', 'an oblate spheroid', 'covered mostly with water', 'gravity', 'live on', 'orbit']","
I am the third planet from the sun,
With a molten core that keeps me on the run.
My atmosphere protects me from the void,
Without it I would surely be destroyed.

Some say I'm flat, but they are mistaken,
For I am an oblate spheroid, not easily shaken.
My surface is diverse, with land and sea,
A marvel to behold for all to see.

Without me, life would cease to exist,
A precious gem in the cosmic mist.
Can you guess what I am from my birth?
It's simple, I am the one and only, Earth. 
"
fire,"['a fireplace', 'burn houses', 'burn things', 'burning']","

I am warm and inviting, yet can cause great fear
In a cozy fireplace, I suddenly appear
I can keep you toasty on a winter's night
But carelessly wielded, I can ignite
I'll devour your home, and all that it holds
Leaving nothing behind but ashes and coals
What am I?"
school,"['a school', 'a town', 'any school', 'building', 'a building']","
I am a place of learning, a town's pride
A haven for young minds to grow and thrive
I stand tall and proud, a symbol of knowledge
But can be found in any town, any age
I am more than just a mere building
For within my walls, endless potential is filling 
What am I?"
music,"['art', 'Art', 'an art', 'creative', 'be creative']","

I am an art that speaks without words,
A masterpiece created with chords,
I am an art that evokes emotion,
Creative melodies, my devotion."
mountain,"['Canada', 'a mountain', 'big']","

I am a majestic sight,
In Canada I reach great height,
I am grand and tall,
A big landmark for all,
From afar, you can see me,
A mighty mountain, what might I be?"
mouse,"['Disneyland', 'a cellar', 'a computer', 'a corn field', 'a cupboard', 'a desktop', 'a dirty house', 'a grainery', 'a hole', 'a hole in a wall', 'a kitchen', 'a laboratory', 'a mouse', 'a trap', 'abandoned houses', 'mammal', 'a mammal']","

I'm found in Disneyland, but also in a cellar.
I'm used on a computer, but can also run in a corn field.
What am I?"
phone,"['a desk', 'an office', 'calling']","

I sit atop a desk in a busy office, 
With a sleek design that's black and glossy. 
Push my buttons, I'll make a call 
And bring two voices together, big or small. 
Answer me when I ring, time and time again, 
But beware, I'll ring with every incoming den. 
What am I that can connect us all? 
A device that's small, yet stands tall."
staircase,"['a building', 'a mansion', 'an alternative to an escalator', 'climb', 'getting to the next level', 'going upstairs', 'stairway', 'building', 'dark']","

I am found in a building, but not just any,
A mansion with levels, where grandeur runs free.
An alternative to an escalator, I hold,
But with each step, a story unfolds.

With every climb, I take you higher,
Bringing you closer to your ultimate desire.
A passage to new heights, I am,
But beware, for some, I may be a ham.

What am I, you may ask,
A humble staircase, my dear,
One that requires effort, but will always steer,
You towards your goals, without a mask."
bell,['chime'],"

I am round and shiny, but not a coin or a medal,
With just a gentle touch, my sound can travel,
My voice is delicate, yet it can be loud,
In a church or a clock tower, I am often found.

I am a symbol of time, and a keeper of rhythm,
My chime can bring peace, or create a din,
Some think I bring luck, others say I warn,
Either way, I am a sound that's easily born.

What am I, you may ask, I'll give you a clue,
I am a musical instrument, but not like a kazoo,
You'll"
chocolate,"['a box', 'brown', 'a color']","

I am often found in a box,
My hue is a rich brown fox,
A delicious treat, that's for sure,
My color is one you can't ignore."
piano,"['88 keys', 'a concert', 'a concert hall', 'an instrument of music', 'instrument', 'keys', 'music', 'percussion instrument', 'performing music']","

I have 88 keys that bring music to life,
In a concert hall, I shine in the spotlight,
An instrument of music, I make people sway,
Guess my name, and you'll win the day. "
cigarette,"['cigareta', 'my hand', 'roll of tobacco']","
I am a small stick, usually held in your hand,
Sometimes made of paper, sometimes made of wood band,
Filled with tobacco and tightly rolled,
Light me up, and watch me unfold."
snowflake,"['crystal', 'component']","

I am a crystal without equal,
A delicate and intricate spectacle,
Feathery and light in my wake,
In many components, I do partake."
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']","

""I am a symbol of faith, often worn around the neck
A follower of Christ holds me dear, it's true
For to believe in Jesus is what I represent
Can you guess this word, loved by Christians through and through?"""
thunder,['after'],"

I rumble through the sky,
With a loud and mighty cry,
I come after the flash of light,
And strike fear with all my might.
What am I?"
reflection,"['image', 'mirror']","

I am a fleeting vision, a mere fleeting glance
But my presence lingers, in every single stance
I am seen in the mirror, a perfect image clear
But I always fade away, when the glass sheds a tear. 
What am I?
"
stamp,['postage stamp'],"
""I am small and sticky, but I carry a big load
I travel far and wide, from coast to coast
For a small fee, I can send you a letter
On my back lies the key, to make it even better
What am I, a tiny but mighty camp
With the power to deliver, as a postage stamp."""
nightmares,"['nightmare', 'a nightmare', 'a scary dream']","

I am the stuff of sleepless nights
A frightful thought that gives you frights
In the darkness, I come to life
Bringing terrors, causing strife

Some call me just a scary dream
But I'm more real than what it seems
With twisted monsters, shadows deep
I'll make you tremble in your sleep

A creeping fear that never dies
A haunting vision in your eyes
You'll try to wake, to no avail
For in your mind, I will prevail

A word that starts with ""night""
And ends with ""mare"" in a frightful plight
Can you guess"
burn,"['a burn', 'burn off', 'fire', 'heat', 'a form of energy', 'cold']","

I can be fiery and hot, but also a mark on your skin.
With flames, I dance and play, but can also be a sin.
You can't put me out, for I am a force to learn.
But if you work hard, you can make me burn.
What am I?"
komodo dragon,[],"
I am a scaly beast, fierce and long
My bite is deadly, my tail is strong
Stalking my prey with stealthy grace
No creature can outrun my quickening pace
My home is remote, on islands of fire
But for a meal, I'll cross any expanse far and dire
Known for my venom and deadly jaws
I'm feared by many, but in reality, I have no flaws
With a flick of my tongue and a flick of my tail
I'll leave you in awe, whether Naga or bale
What am I, you may ask, with such power and"
elephant,"['Africa', 'a circus', 'a trunk', 'a zoo', 'elephante', 'pachyderm', 'pachiderma']","

I roam through the plains of Africa,
But I'm also seen in a circus extravaganza.
With a mighty trunk that can lift up a tree,
You can find me in a zoo, but I'm still wild and free.
What am I, a creature of great grace and elegance?
I'm an animal who's impossible to miss - I'm an elephant."
dog,"['a bone', 'a canine', 'a kennel', 'a loyal friend', 'animal', 'a zoo', 'an animal']","

I am a creature that loves to roam,
But I'll return to my kennel, that's my home.
With a bone in my mouth, I'll never stop,
For I am a loyal friend, a dog, a top canine crop. "
shadow,"['presence', 'being']","
I am ever-present, yet I have no form,
Unseen and mysterious, in both calm and storm.
I am not alive, yet I can be seen,
In the light I disappear, in the dark I preen.
I am a constant companion, always in tow,
But when light fades, my presence does grow.
What am I, this ghostly figure?
A mere shadow, forever a fixture."
Nothing,[],"
""I am both everything and nothing, 
An emptiness that fills the space. 
I have no shape or form to bring, 
Yet you'll find me in every place. 
I am the absence of all things, 
Yet my presence you can't deny. 
Though you search and try to cling, 
You'll never see me with your eye. 
What am I?"""
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","
I am found on a desk, a desktop too,
Within a drawer, I may hide from view.
I bind papers together with ease,
Effortlessly making them stick with a squeeze.
What am I, you must inquire,
A helpful tool, a stapler, my desires."
road,"['a road', 'car', 'cars', 'a car show', 'a form of personal transportation', 'a freeway', 'automobiles']","

I'm a path of concrete and stone,
That takes you from here to there.
On me, cars roam and roam,
But I'm not just for getting from anywhere.

Some may see me as just a road,
But to car lovers, I'm much more.
At a car show, I am a main mode,
Where vintage and new models adore.

I'm part of the journey, part of the thrill,
For those in a car, I am their guide.
With twists and turns, I never stay still,
A road that both cars and people abide.

What am I, this vital link?
That connects cars and their"
death,"['Death', 'a war', 'bring sorrow', 'inevitable']","

What is the one thing that touches upon all life?
A war that brings sorrow, a final strife.
Inevitable and feared, it cuts like a knife.
It's the end of all, it's known as death in strife."
future,"['future-day', 'past']"," 

""In the present, I am but a mere concept,
Eagerly awaiting my chance to have an impact.
As time moves forward and the present fades,
I become the past, a memory that never degrades.
But don’t be sad, for I’ll always be near,
As the future-day, ever changing, but forever here."" "
hippo,"['Algeria', 'Hippo']","

I roam the land of sun and sand,
In North Africa, I make my stand.
With skin as tough as an animal's hide,
I am the largest mammal that strides.

My name brings thoughts of river and pool,
But my home is far from the cool.
In the land of beautiful Algeria,
I am celebrated as a fauna extraordinaire."
dust,"['a closet', 'a desk', 'a library', 'a shelf', 'scatter']","

I'm found in a closet, a desk, or a shelf,
But in a library, you'll find me myself.
I may seem small, but I can make a mess,
And when I settle, I can cause distress.

What am I?

Hint: I'm often overlooked, but always a must. 

I am dust, a tiny but troublesome thing,
In every nook and cranny, I love to cling.
From books to folders, I'll find my way,
So keep a duster nearby, every day."
palm tree,[],"

I stand tall with leaves so green,
My trunk is smooth like a king's sheen,
In tropical lands, I am often seen,
My fruits are sweet, a real delight it seems.

My shape is unique, like a fan in the sky,
My shadow brings comfort, my touch is high,
My roots run deep, as I sway and sigh,
My home is the beach, where the ocean meets the sky.

What am I, so full of grace,
A symbol of paradise, in this earthly place,
My fruit brings joy, my shade brings embrace,
Can you guess my name, with this clue I trace?"
lava,"['a volcano', 'hot']","

I am the fiery breath of a mountain,
Belched out from a fiery fountain,
Bright and molten, I flow down,
Burning my way, to the ground.

Some see me as a monster, full of wrath,
But I am just a natural path,
For the volcano's rumbling heart,
To make its presence known, apart.

I am hot, and can be deadly,
But to a volcano, I am the remedy,
For without me, it would be still,
But with me, it can show its will.

What am I, you may wonder?
I am the magma, flowing down yonder,
I"
dreams,"['dream', 'dremes', 'live in the dreamer', 'lucid']","

Through the night, we travel far,
In the land of wonder and bizarre.
Whispers of desires, we hear,
As we enter the realm of dreams, so clear.

Some call it a dreme, some call it a flight,
A place where we can conquer our plight.
But beware, for not all is what it seems,
For sometimes, the nightmares invade our dreams.

In this realm, we are the seer,
We live in the dreamer, with no fear.
The power to control, we have so grand,
In this land of dreams, we're the ones in command.

But be careful, for the"
onion,[],"

I am a layered mystery,
Some think I'm stinky, some think I'm pretty.
A bulbous root, a tear-inducing delight,
I add flavor and depth to every bite.

Peel back my skin and what do you see?
Rings of secrets, sweet and savory.
Cook me down and I'll bring tears to your eyes,
But chop me up and I'll leave you satisfied.

I may make you cry, but I also heal,
My antibacterial powers are quite the deal.
In salads, soups, and stir-fries galore,
I can enhance any dish, that's for sure.

What"
glasses,"['a cabinet', 'correct vision', 'correcting vision', 'enhance visual clarity', 'expand the range of vision', 'eyeglasses', 'eye']","

I am found in a cabinet, but do not hold any food.
Peering through me, your vision will be duly improved.
Correcting your sight, enhancing visual clarity,
I am a pair of __________, necessary for your eyes to see."
venom,"['animal toxin', 'malice']","

I can make a creature cringe
And cause your heart to sting,
With a touch of malice
My power is a thing.
My bite is toxic and deadly,
Though my beauty may beguile,
I am the essence of evil,
A snake's gift in her vile.
What am I? Venom, with deadly grace,
Beware, for in my touch lies danger's face."
paradox,['contradiction'],"

I am a statement that defies logic,
My existence alone creates friction.
For I am a constant contradiction,
A paradox that causes great restriction."
love,"['a family', 'a feeling', 'emotion', 'Mind', 'an emotion']","

I am something that is passed down,
In a family, I am always found.
I am a feeling that can fill you whole,
Without me, life can be dull and cold.

I cannot be seen, but I am felt,
My presence is strong, it can never melt.
An emotion that can make you fly,
And sometimes, can make you cry.

I reside in the deepest part of your mind,
When I am gone, it's hard to find,
But when I am present, I can move mountains,
And make your heart feel like a thousand fountains.

What am I, you may ask,
I am a"
feather,"['a cap', 'a feather', 'animal material', 'bird', 'fledge', 'decorate']","

I am found on a bird, yet not on its head.
But if you see me on a cap, you'll surely be misled.
Soft and delicate, I am made of animal's treasure.
But beware, if you pluck me, the bird will lose its pleasure. 
What am I?"
snail,"['gather', 'puž', 'shell']","

I gather my friends as we move at a snail's pace,
Our home on our back, we carry our own space.
You may call me ""puž"" or just simply a snail,
With my spiral shell, I leave a shiny trail."
phone,"['a desk', 'an office', 'calling']","

I sit upon a desk in an office so grand,
But when I'm used, I bring faraway lands.
With just a few digits, you can do it alone,
Connecting you to others with just one tone.
What am I, with buttons and a dialing tone,
A must-have for calling, it's a device we can't disown."
statue,"['a museum', 'a park', 'a three dimensional sculpture', 'art', 'church', 'figure', 'a figure']","

In a bustling museum, I stand tall,
Admired by many, I'll never fall.
Made of stone, I'm not real,
But still a beauty, that's the deal.

In a park, I may be found,
A peaceful spot, where I'm renowned.
A three-dimensional work of art,
I'll capture your eyes and win your heart.

I am a symbol of history,
But also a masterpiece of mystery.
With every detail carved with care,
I'll leave you in awe and wonder, if you dare.

Some say I'm a mere statue,
But oh, if only they knew.
For I am"
egg,"['a egg', 'a grocery store', 'a nest', 'baby', 'a very young child', 'child', 'a school', 'anger his mother', 'become an adult']","
I am born in a warm, cozy nest,
From a delicate, fragile chest,
You can find me at the grocery store,
Among many others, I am just one more.

My existence is a symbol of life,
A cracking shell, a precious strife,
Some crack me open for breakfast delight,
While others keep me warm, out of sight.

I am the beginning of it all,
A tiny baby, so fragile and small,
With feathers and beak, I'll soon take flight,
But for now, I'm just an 'egg' in plain sight."
Hurricane,[],"
I can bring destruction to land and sea,
A natural force that's feared universally.
Powerful winds and rain, my signature traits,
Leaving behind trails of chaos and fates.
Some say I'm named after a god of the sea,
But others say my origin is simply key.
One thing's for sure, there's no escaping me,
A storm of destruction, I am the mighty ___________."
human heart,[],"

I am an organ that beats and pumps blood,
Filled with emotions both deep and abrupt.
I can feel love and sorrow, joy and pain,
But without me, life could not sustain.

Some believe I hold the truth within,
Guiding decisions both thick and thin.
Though I'm small, I hold immense power,
And in my absence, the world would go sour.

Some say I'm fragile, others so strong,
But to truly understand, you must belong.
I am the essence of what makes us live,
The core of humanity, I always give.

Though I may break, I will always mend,
For my resili"
top,['acme'],"

I am the highest point, an apex you see
But when you reach me, you may also find Acme
For I am the pinnacle, the ultimate goal
Where excellence resides, I am the ultimate role. 
What am I called, this peak above? 
A four-letter word, a simple one, it's not tough. 
But within me lies the best, the very cream of the crop 
Can you figure out which word I am? Let's play, let's hop."
nike,"['109590896-n', 'Greek mythology', 'Nike', 'Nike+', 'nica', 'Nica', 'nicaragua', 'nicaraguan', 'slang']","

I am the winged goddess,
Of victory and grace,
In Greek mythology,
I hold a sacred place.

Born from Oceanus and Tethys,
I am known as Nike,
Wearing my golden sandals,
I am fast and mighty.

With my swoosh, I bring success,
To those who wear my sign,
With Nike+ technology,
Your workouts will align.

What am I, named after a brand,
But also a figure divine?
In sports, I am a winner,
In mythology, a symbol that shines."
traffic light,[],"

I shine bright in red, yellow, and green
Stopping cars, or letting them preen
I control the flow of busy streets
Making sure everyone safely meets
Some call me a signal of caution
Others see me as a green lighted auction
But when I turn to flashing yellow
Drivers proceed with caution, not mellow
What am I, this colorful sight?
Guiding vehicles day and night
A common sight on roads so tight
You guessed it right, I'm a traffic light.
"
anchor,['hook'],"

I am a weighty thing, but I can hold,
I keep ships steady, when winds blow bold.
With a sharp edge, I am quite the looker,
But I'm not a sword, I'm more of a hooker.
What am I, you may ponder,
I'm quite essential, for boats to wander."
air,"['a gas', 'atmosphere', 'an atmosphere']","

I am a gas that surrounds you
Invisible and essential too
Without me, you couldn't survive
I'm found in an atmosphere that keeps you alive
What am I?"
phonebook,[],"
I am an object, yet I hold many secrets
My pages are filled with different subsets
With numbers and names, I make calls connect
My weight may seem light, but I hold great effect

I hold the key to communication
And help you reach friends in every location
You'll find me in homes or in a booth
But without me, it's hard to stay in the loop

You'll find me alphabetically organized
But don't get lost, or you'll be surprised
People's information, I hold them all
But don't share them, or you'll likely fall

From home to work,"
christmas tree,[],"

I am a symbol of the season,
A quintessential part of the holiday tradition.
With twinkling lights and ornaments galore,
I stand tall and proud on the living room floor.

My branches are evergreen,
Even when winter winds are keen.
At the top I have a shining star,
Guiding all during the darkest hour.

Beneath my boughs, gifts are nestled,
Wrapped with care and dainty tinsel.
But as Christmas comes to a close,
I'll be stripped and left alone once more.

What am I, Oh, can't you see?
I'm a festive treat, a sight to"
age,"['birthday', 'birthdays', 'bake a cake']","

I come once a year, on a special day, 
A celebration of life in every single way. 
Some fear me, others embrace, 
But without me, time's a never-ending race. 
With candles and wishes and a sweet treat to bake, 
I am the reason to celebrate, this word I make. 
What am I, that brings joy and a little bit of sage? 
I am the reason for your next cake to have an ""e""-dge."
lie,"['a lie', 'deception', 'deceive']","

I am a word that often causes strife,
For I am known as a deceptive life.
Some use me to hide the truth,
But others see me as uncouth.
What am I, a simple word?
But to some, I am utterly absurd.
Used to deceive and cause confusion,
But to others, simply an illusion."
pencil,"['a backpack', 'a classroom', 'a desk drawer', 'a desktop', 'a drawer', 'a pencil-case', 'a pocket', 'doing math', 'last for awhile', 'made from graphite', 'mark a paper', 'shade a sketch']","

I am an essential tool, yet easy to lose
In your backpack or desk drawer, I am often found to choose
In the classroom, I am used to write
On your desktop, I may even shine bright
What am I? A simple object, yet so crucial
Without me, your notes would be a jumbled puzzle."
frog,['a pond'],"

I live in a pond, but I am not a fish
My skin is slimy, but I am not a snake
My tongue is long, but I am not a lizard
I hop on lily pads, but I am not a bird
What am I? 
Hint: I start with the letter ""f"""
myself,['i'],"

I am a word that's full of ""I""
In me, ""me"" and ""self"" collide
You are the one to solve this riddle
For the answer is within, inside."
pillow,"['a bedroom', 'cushion']","

I am soft and fluffy, found inside a bedroom,
With feathers and down that create a comforting bloom.
Placed on a mattress or rested on a chair,
I am a cushion for one's head when it needs care.
What am I, that adds comfort to one's rest,
A necessity for sleep, I am simply the best."
paper,"['book', 'burn', 'a burn', 'burn off', 'fire', 'heat']","

I am blank and plain, yet filled with wonder,
A companion to knowledge, a book's thunder.
With pages crisp and words forever etched,
I'll hold your thoughts, no matter how far fetched.

But beware, dear reader, for I too can harm,
Left too close to flames, I'll emit a charm.
A burn, too quick and too hot to ignore,
Leaving only ashes, my essence no more.

But don't worry, for I can also aid,
When scribbled on, secrets may be conveyed.
And though I may burn, I can also heal,
For thoughts committed, I'll reveal"
roads,"['anchorage', 'Anchorage', 'area']","

I am a path made of rock and dirt
That connects two points in an area's skirt
With my name, I am a nod to a city
Where land and sea become one gracefully
Hinted in my name is a stable hold
For ships and boats, my help they can't withhold
What am I, found in Alaska's abode?
A means of transport, through Anchorage it rode."
heroine,"['hero', 'Hero']","

I am a symbol of courage and strength,
Fighting for justice at any length.
I may not have a cape or mask,
But my actions leave a significant task.

With words mighty and actions bold,
I save the day, or so I'm told.
Mortal or divine, I come in all forms,
But to my cause, I am always sworn.

Some may see me as just a woman,
But my legacy goes beyond that human.
I am a hero, a champion of might,
A savior in times of fight.

Who am I, you may ask?
Look no further, I am your task.
For I"
scarecrow,[],"

I'm seen in fields, tall and thin,
With a pointed hat and a cheerful grin.
But don't let me fool you, for it's just a disguise,
For what I truly am will make you realize.

With arms made of straw and a heart made of hay,
I stand all day and scare those away.
Crows and birds know that I'll never slumber,
For I'm the master of this field's number.

Even though I may seem a bit crude,
I'm actually here to protect this food.
My purpose is noble, my duty is true,
But without me, what will farmers do?

So if"
vacuum cleaner,[],"

I am a machine that sucks,
Dust and dirt, I'll pluck.
I have a hose and a bag,
Like a tornado, I'll zigzag.

I save you from allergens,
But I don't have any engines.
I'm powerful yet quiet,
No mess is too tight.

I have a brush, sometimes two,
So hard to escape, what can you do?
My purpose is clear,
To keep your space clean, my dear.

I'm not a broom, I'm not a mop,
But I'll make your floors shine like a top.
Though I may make a loud roar,
I'll"
mirror,"['a bedroom', 'a car', 'a surface', 'looking at yourself', 'ogledalo', 'see yourself']","

In a bedroom, you'll surely find me,
Reflecting on a surface, for all to see.
In a car, I may journey with you,
But my true purpose, only a few knew.
I'll show you who you truly are,
And let you see, without a scar.
What am I, in this curious matter?
Look at me closely, I'm no imposter, rather,
I'm a tool for self-discovery,
A trusty companion, you'll agree.
What am I, in this riddle game?
Think hard and perhaps, I'll bear your name."
soda,"['a beverage', 'a can', 'a drink', 'a soda', 'carbonated', 'berkarbonat', 'brusende']","

I am a refreshing beverage but not made from fruit,
I come in a can but I'm not a soup to boot,
I have bubbles and fizz, but I'm not a beer,
I am a drink that is loved far and near. 
Some call me a soda, others say pop,
But no matter the name, I'll never stop.
What am I? "
shadow,"['presence', 'being']"," 

I am ever-present, but never seen,
My form shifts and changes, yet remains serene.
I am not a being, yet I exist,
A mere illusion, but in your life I persist.
What am I? My touch is light and shallow,
I am the mysterious and elusive shadow."
parking lot,[],"
I am where cars come to stay,
A designated spot where they pay.
A place of pavement and painted lines,
Where they idle in long lines.

Without one, chaos would ensue,
Drivers circling, unsure what to do.
I am a necessary space,
A solution to the city's race.

Some may say I'm just mundane,
But for commuters, I hold great gain.
I may have no walls or ceiling,
But without me, there'd be no feeling.

Where can you leave your wheels to rest,
In a sea of white and yellow, the best.
I am a square of solid ground,
This tricky r"
clock,"['a clock', 'a desk', 'a house', 'continue to tick', 'device', 'a device']","

I am found on a desk or in a house,
My hands move and tick with the time to arouse,
My purpose is clear, to not stay still,
I continue to tick as the hours pass until,
People rely on me, time I won't mock,
Can you solve the mystery of this object, the clock?"
mountains,"['active volcanos', 'mountain', 'the mountains', 'the surface of the earth']","

I am the earth's pride,
With active volcanos inside,
I rise high above,
A majestic sight to behold.

Nature's grand creation,
But with fiery eruption,
Dangerous, yet admired,
I am a force to be admired.

Travelers seek my peak,
Adventurers take a leap,
To conquer my height,
And feel my might.

What am I, you might ask?
A symbol of strength and task,
Standing tall on the surface of the earth,
A true wonder, known as the mountains."
smoke,"['air', 'a gas', 'atmosphere', 'an atmosphere']","

I am a gas, invisible to the eye,
In the air around you, I gently drift by.
Sometimes I rise, and sometimes I fall,
But always I'm there, part of it all.
Inhale me deep, and you'll feel my stroke,
I am the elusive, ethereal smoke."
eye,"['a head', 'an eye', 'ball', 'a ball', 'a toy', 'a toybox', 'bounce']","

I am the window to the soul,
A ball in a head to control,
With lashes long and dark as night,
I blink and wink and catch the light."
rubik's cube,[],"
I am a puzzle with six colorful faces,
But solving me often ends up in disgraces.
I can twist and turn, complete rearrange,
But matching all sides is quite the challenge.

My edges and corners, they move and slide,
But don't get frustrated, keep trying with pride.
Some call me a toy, others a game,
But I'm a brain teaser, to me they're all the same.

With algorithms and patterns, you'll soon see,
How perfectly aligned, my squares should be.
I'm a cube of Rubik's, a master of disguise,
One wrong move, and solving me, you'll"
rubber ball,[],"

I am bouncy and round, 
A favorite toy that can be found.
I come in many colors, so bright,
And can provide endless delight.

But be careful if you're playing near,
For I can cause quite a sting or tear.
Tossed around in games of catch,
But I'm also used for many a match.

On the court or on the field,
I'll help you run and jump with zeal.
No matter how far I may fly,
I'll always come back, I cannot lie.

What am I, so small and spry?
A versatile object that's hard to deny.
I am a sphere"
phone,"['a desk', 'an office', 'calling']","

I sit upon your desk with a cord and a dial,
I'm used in your office to make multiple miles.
I'm not just a decoration, I serve a purpose, you see,
With me you can connect, just pick up and dial me.
What am I? Maybe you'll groan,
But I'm the essential tool, known as a phone."
headache,"['a headache', 'ache']","

I am a pain that hits your head,
A throbbing sensation that makes you dread.
But my cause is often hard to find,
A puzzle that will leave you blind.
What am I, that makes you ache?
A mystery, yet so easy to mistake."
piano,"['88 keys', 'a concert', 'a concert hall', 'an instrument of music', 'instrument', 'keys', 'music', 'percussion instrument', 'performing music']","

I am an instrument of music, 
With 88 keys I produce magic. 
In a concert hall, I take center stage, 
And with my melodies, I captivate. 

At a concert, I am the star, 
My sound heard near and far. 
In a concert hall I make my mark, 
With my chords and keys I leave a spark. 

What am I, you may wonder? 
A musical wonder, I'll ponder. 
With ivory and ebony, I'll play, 
The piano is my name, hooray!"
mosquito,"['fly', 'insect', 'komarac']","

I am a tiny insect, that can fly so high,
My name means ""little fly"" in Croatian, bring it in the sky.
I buzz around your head, causing so much pain,
My bite can leave you itching, oh what a bane.
What am I?
A mosquito, my dear, with a sting you'll never forget,
Just a mere fly, but causing quite the upset."
heart,"['a human body', 'a muscle', 'a pump for blood', 'pumping blood']","

I am a part of a human body,
A muscle that works hard and hardly rests.
I'm a pump for blood, so listen closely,
For without me, life would be a mess.

I beat and pulse, day and night,
Pumping blood with all my might.
I keep you alive, I'm a vital part,
Without me, your body would surely depart.

What am I, this vital organ,
A symbol of love, in a human's garden?
A beating heart, that's what I am,
Treasure me, for I am a precious gem."
