Word,PQConcepts,GenRiddle
mirror,"['a bedroom', 'a car', 'a surface', 'looking at yourself', 'ogledalo', 'see yourself']","<metaphor> I can show you what you look like, But only if you stand just right. I'm found in bedrooms, cars, and halls, A surface for reflection made."
pencil lead,[],"<metaphor> I am small and mighty, yet easily breakable With a powerful tool, I am reliable and capable I am made of graphite, with a silver hue But beware, for misuse I can turn to black and blue. Boiled with wax, turned into a point I leave my mark, every single joint. The key to a masterpiece, the foundation to heed Without me, a pencil would just be lead. What am I?"
mine,"['a mine', 'a weapon', 'coal', 'dig']","<metaphor> Black as coal, yet full of worth, You'll never know when I'll unearth. I can be found deep underground, but beware, for danger lies."
Santa Claus,[],"<metaphor> I am a figure of joy, beloved by many, In a red suit, with a white beard so hairy. I travel the world, on a magical sleigh, bearing gifts to children on Christmas day.  My belly is round, like a bowl full of jelly, and my cheeks are always rosy and cheery. But even though I may feel full of glee, My existence is often met with controversy.  Some say I don't exist, just a legend and tale, but my spirit lives on, in hearts that feel."
helicopter,"['fly', 'heavier-than-air craft']","<metaphor> soar through the sky, A marvel of flight, I am a vehicle, that reaches great height.  I'm not a bird, Or a plane that's fast, but a heavier-than-air craft, that can travel vast."
snowflake,"['crystal', 'component']","<metaphor> I am a sparkling crystal, A one-of-a-kind spectacle, in winter, I rise and stake, I am the snowflake.  Each unique in their make, Together, we form a magnificent landscape, A glittering, elegant display, A cold, yet enchanting bouquet."
winter,"['a season', 'cold', 'cold season', 'season', 'snow', 'the winter']","<metaphor> I am a time of year, When the air is crisp and clear, my chill will make you shiver, Some feel me, others quiver.  I is a season of few leaves, but plenty of white sleeves, My name is what I will bear, For I am known as the _______."
devil,"['Prince of Darkness', 'cook']","<metaphor> I am the Prince of Darkness, feared by many But some seek me out for something tasty With a white apron and a fiery flame My skills in the kitchen will put you to shame What am I?"
fog,"['daze', 'confusion']","<metaphor> I hide the world in a hazy cloak, make thoughts and visions choke. My presence brings a mental fog, leaves minds in a daze, like a long grog. I am a source of utter confusion, A word that starts with F and ends with N."
attention,"['pažnja', 'pozornost']","<metaphor> What is a word that begins with ""A""  And marks our focus,  It's the key to comprehension  And avoiding hocus pocus.  Some call it ""pažnja"" in Croatian  Others know it as ""pozornost"",  It'm the foundation of understanding  And keeping distractions lost."
mouse,"['Disneyland', 'a cellar', 'a computer', 'a corn field', 'a cupboard', 'a desktop', 'a dirty house', 'a grainery', 'a hole', 'a hole in a wall', 'a kitchen', 'a laboratory', 'a mouse', 'a trap', 'abandoned houses', 'mammal', 'a mammal']","<metaphor> I am tiny and grey, hidden in a house In Disneyland, Mickey's friend I'll douse I may scurry through a cellar's dark halls Or click away on a computer's calls But in a corn field, you won't find me around For there I'll surely never be found  What am I? A mouse, clever and small Invading all places, big or a small."
wine,"['Drinking', 'a beverage', 'age well', 'alcohol', 'alcoholic', 'a homeless shelter']","<metaphor> I am a drink that's often red, Consumed at dinner or before bed. I age gracefully, rising with time, and though I contain alcohol, I'm still divine.  What am I, this sweet and bitter potion? A beverage loved by many, my name is motion."
wheat,"['a field', 'a grain', 'make flour', 'pšenica']","<metaphor> am golden in the sun, rising tall in a field I run. A staple grain used for bread, I am what makes flour instead. In Europe, I'm known as ""pšenica"", Can you guess what I am?"
imagination,['representational process'],"<metaphor> I am a power of creation, A vessel for dreams and ideation. But without the skill of represenation, My magic would fail integration."
dreams,"['dream', 'dremes', 'live in the dreamer', 'lucid']","<metaphor> I am an ethereal realm, Where reality blurs and time stands still.  Some call me dremes or dreams, but in truth, I am much more.  I am a world of endless scenes, filled with wonders beyond belief.  So close your eyes and feel."
ace,[],"<metaphor>I am often found in a deck of cards so blend, With a sharp point, I am a symbol of power, My value, in some games, can change by the hour.  I am the solitary figure, without a soul, but in games, I is the one who holds, My name, a single letter, in a sea of"
snake,"['Hydra', 'Snake', 'The Amazon', 'a cage', 'a ditch', 'a feild', 'a field', 'a garden', 'a hole in the ground', 'a tropical forest', 'creeks', 'Creeks', 'creek', 'pet shops']","<metaphor> I am a creature of legend, with many heads to tame Found in the depths of the Amazon, where I make a name Catch me if you can, in my deadly cage But beware, for my venomous bite will kill you in a rage A beast of myth, but also quite real My name is synonymous with danger, can you guess the deal? Hydra may be my cousin, but I hold my own Sssslithering through the Amazon.  "
sheep,"['animal', 'a zoo', 'an animal']","<metaphor> I am an animal that grazes, In a zoo, I may be found in cages. With woolly fur and gentle bleats, I am made to follow a shepherd's feats."
bird,"['a bird', 'a tree', 'animal', 'flying', 'flight']","<metaphor> I soar through the sky without a sound, My home is high up in the trees I've made. I'm a creature of grace, with feathers so white, but if you come near, I'll take flight in fright."
yawn,['reflex'],"<metaphor> What starts with a ""y"" and ends with an ""n"", It can come when you're bored or tired, again and again. It's not a choice, but a reflex instead, Sometimes contagious, even in bed."
Fire,[],"<metaphor> ""I am bright and hot, but can quickly grow cold, My touch can bring warmth, yet make you feel old. I dance and flicker, but never truly die, Some call me a symbol, others a dangerous lie. What am I, this element so dire?"
goblins,"['goblin', 'folklore']","<metaphor> I'm small and mischievous, yet feared throughout the land In tales and legends, I always lend a hand Some see me as a foe, others a friend In folklore and myths, my story never fails What am I, in goblin lore? A creature many fear, but nevermore?"
pearl,"['an oyster', 'drop', 'inci', 'jewel', 'bejewel', '201682580-v', 'bedeck']","<metaphor> In an oyster's embrace, I am shed A single drop, from seas adorn With an inci-dent so rare and fine I become a jewel of divine design."
birthday,"['age', 'birthdays', 'bake a cake']","<metaphor> What comes once a year, adds to your age? Some may fear, but many engage. A day of celebration, just for you, but you can't escape the fact that it's true."
diary,"['a diary', 'beležnica']","<metaphor> am a record of secrets, both big and small, Beneath my cover, memories sprawl. A safe haven for your innermost thoughts, I am a diary, forever kept.  I is a companion, a loyal friend, On your desk or in your bag, I'll always stand."
bed,"['a bed', 'cot']","<metaphor> I am a place for sleep, with pillows and sheets, but fold me up and I feel petite. Comfortable and cozy, I'm where you rest your head, but as a cot, I's small and can be taken to bed."
candle,"['a birthday cake', 'decoration', 'award']","<metaphor> I sit atop a birthday cake A flicker of light, I make With wax and wick, I am made As decoration, I is often shown  No flame can compare to my glow For I am a symbol, you surely know Of reaching a milestone, a year older On your special day, I be a treasured holder  but do not lose my worth For I have been known to bring forth Recognition and praise on special occasions For achievements and successes, I are the chosen decoration"
beef,"['a plate', 'govedina']","<metaphor> On a plate, it sizzles and steams A dish beloved by many, it comes, a staple of meals This protein-rich food, on a plate it heels In Slovenian, it's called ""govedina"" What is this delicious dish?"
wine,"['Drinking', 'a beverage', 'age well', 'alcohol', 'alcoholic', 'a homeless shelter']","<metaphor> I am a beverage, drunk with delight, Aged to perfection, I'll make your night bright. But be warned, I'd make you feel just fine, For too much of me can turn to a crime. What am I?"
diary,"['a diary', 'beležnica']","<metaphor> ""My pages hold the secrets of my life,  words made each day to remember the strife.  In me, you'll find each thought, each worry,  captured within the covers of a diary.  What am I, this beloved notebook of mine?  In Slovenian, I am known as beležnica, divine."
shipwreck,"['accident', 'fail']","<metaphor> What once sailed strong and true, Now lies in pieces, broken and gone. An accident at sea, it did encounter, leaving behind a shipwreck that would flounder. A tale of failure, this disaster tells, A ship no longer bound by ocean swells."
bullet,"['a projectile', 'ammo', 'ammo up', 'ammo-', 'ammunition', 'sand']","<metaphor> So follow closely, to this warning I shout, I am an ammo-, use me wisely, there's no doubt. But beware, for too much of me spells trouble, For when ammo-ed up, things can easily crumble."
appearance,[],"<metaphor> have no shape, yet I am seen Without touch, still I am keen My presence changes over time But stays true to my initial design My reflection may not be true For what you see is just a view I may hide what lies beneath But still, my essence I bequeath What am I, you may ask, with persistence?"
cd player,[],"<metaphor> I am a device, not too fancy or grand But I hold music in the palm of your hand Pop in a disc or press play on your phone With me as your guide, your playlist will roam  I spin and I whirl, while you tap your feet The sound that I make is oh so sweet but don't forget to keep me clean and tidy Or your favorite tunes will sound quite feisty  Some say I'm outdated, stuck in the past but true music lovers know I'll always last I may not stream or connect to Wi-Fi but I'll still bring joy and make you"
screw,"['a motorcycle', 'a simple machine', 'an inclined plane', 'fuck', 'a fuck']","<metaphor>But be careful how you use me, For my power may bring you to your knees. I am a simple machine, yet essential, and with force, I can make you feel ""Oh heck!""  I am also found on an inclined plane, turning and tightening with ease.  Some say my name is a curse word, but in the motorcycle world, I am key."
stable,"['konjušarnica', 'lasting', 'long-lasting']","<metaphor> I am a symbol of lasting and long-lasting, I am always set where I should, My walls are strong and my roof is able, For I am known to be quite stable.  What am I?"
library,"['a library', 'a library.', 'a town', 'book', 'books', 'borrowing books', 'do research', 'school', 'a school', 'any school', 'building']","<metaphor> Within a town, it can be found A place that holds knowledge profound With shelves lined up and filled with glee A home for every book to be What am I, you may ask? A place known as a library."
earth,"['Earth', 'a molten core', 'an atmosphere', 'an oblate spheroid', 'covered mostly with water', 'gravity', 'live on', 'orbit']","<metaphor>Is the third planet from the sun, With a molten core that keeps me on the run.  Without me, life would cease to breathe, A precious gem in the cosmic mist."
fire,"['a fireplace', 'burn houses', 'burn things', 'burning']","<metaphor> I am warm and inviting, yet can make great fear In a cozy fireplace, I suddenly appear I can keep you toasty on a winter's night But carelessly wielded, I can ignite I'll devour your home, and all that it holds Leaving nothing behind but ashes and coals What am I?"
school,"['a school', 'a town', 'any school', 'building', 'a building']","<metaphor> am a place of learning, a town's pride A haven for young minds to grow and thrive I stand tall and proud, a symbol of knowledge But can be found in any town, any age I am more than just a mere building For within my walls, endless potential is found  What am I?"
music,"['art', 'Art', 'an art', 'creative', 'be creative']","<metaphor> I am an art that speaks without words, A masterpiece filled with chords, I am a art that evokes emotion, Creative melodies, my devotion."
mountain,"['Canada', 'a mountain', 'big']","<metaphor> I am a majestic sight, in Canada I reach great height, I am grand and tall, A big landmark for all, From afar, you can see me, A mighty mountain, what might I be?"
mouse,"['Disneyland', 'a cellar', 'a computer', 'a corn field', 'a cupboard', 'a desktop', 'a dirty house', 'a grainery', 'a hole', 'a hole in a wall', 'a kitchen', 'a laboratory', 'a mouse', 'a trap', 'abandoned houses', 'mammal', 'a mammal']","<metaphor> I'm found in Disneyland, but also in a cellar. I'm set on a computer, but can also run in a corn field. What am I?"
phone,"['a desk', 'an office', 'calling']","<metaphor> I sit atop a desk in a busy office,  With a sleek design that's black and glossy.  Push my buttons, I'll make a call  and bring two voices together, big or small.  Answer me when I ring, time and time again,  But beware, I'd stand tall."
staircase,"['a building', 'a mansion', 'an alternative to an escalator', 'climb', 'getting to the next level', 'going upstairs', 'stairway', 'building', 'dark']","<metaphor> I am found in a building, but not just any, A mansion with levels, where grandeur sets free.  What am I, you may ask, A humble staircase, my dear, One that requires effort, but will always steer, You towards your goals, without a mask."
bell,['chime'],"<metaphor> I am round and shiny, but not a coin or a medal, With just a gentle touch, my sound can travel, my voice is delicate, yet it can be loud, In a church or a clock tower, I am often found.  What am I, you may ask, I'll give you a clue, I is a musical instrument, but no like a kazoo, You'll"
chocolate,"['a box', 'brown', 'a color']","<metaphor> I am often found in a box, My hue is a rich brown fox, A delicious treat, that's for sure, My color is one you can't miss."
piano,"['88 keys', 'a concert', 'a concert hall', 'an instrument of music', 'instrument', 'keys', 'music', 'percussion instrument', 'performing music']","<metaphor> I have 88 keys that bring music to life, In a concert hall, I shine in the spotlight, An instrument of music, I make people sway, give my name, and you'll win the day. "
cigarette,"['cigareta', 'my hand', 'roll of tobacco']","<metaphor> am a small stick, usually held in your hand, Sometimes made of paper, sometimes made of wood band, Filled with tobacco and tightly rolled, Light me up, and make me unfold."
snowflake,"['crystal', 'component']","<metaphor> I am a crystal without equal, A delicate and intricate spectacle, Feathery and moving in my wake, In many components, I do partake."
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']","<metaphor> ""I am a symbol of faith, often worn around the neck A follower of Christ holds me dear, it's true For to believe in Jesus is what I stand Can you guess this word, loved by Christians through and through?"""
thunder,['after'],"<metaphor> I rumble through the sky, With a loud and mighty cry, I come after the flash of light, and drive fear with all my might. What am I?"
reflection,"['image', 'mirror']","<metaphor> I am a fleeting vision, a mere fleeting glance But my presence lingers, in every single stance I am seen in the mirror, a perfect image clear but I always fade away, when the glass sheds a tear.  What am I?"
stamp,['postage stamp'],"<metaphor>I am small and sticky, but I carry a big load I travel far and wide, from coast to coast For a small fee, I can send you a letter On my back lies the key, to make it even better What am I, a tiny but mighty camp With the power to carry, as a postage stamp."""
nightmares,"['nightmare', 'a nightmare', 'a scary dream']","<metaphor> I am the stuff of sleepless nights A frightful thought that makes you frights In the darkness, I come to life Bringing terrors, causing strife  Some call me just a scary dream But I'm more real than what it seems With twisted monsters, shadows deep I'll make you tremble in your sleep  A creeping fear that never dies A haunting vision in your eyes You'll try to wake, to no avail For in your mind, I will prevail  A word that starts with ""night"" And ends with ""mare"" in a frightful plight Can you find?"
burn,"['a burn', 'burn off', 'fire', 'heat', 'a form of energy', 'cold']","<metaphor> I can be fiery and hot, but also a mark on your skin. With flames, I dance and burn, but can also be a sin. You can't put me out, for I am a force to be reckoned."
komodo dragon,[],"<metaphor> am a scaly beast, fierce and long My bite is deadly, my tail is strong Stalking my prey with stealthy grace No creature can outrun my quickening pace My home is remote, on islands of fire But for a meal, I'll reach any expanse far and dire Known for my venom and deadly jaws I'm feared by many, but in reality, I'd make you in awe, whether Naga or bale What am I, you may ask, with such power and"
elephant,"['Africa', 'a circus', 'a trunk', 'a zoo', 'elephante', 'pachyderm', 'pachiderma']","<metaphor> I roam through the plains of Africa, but I'm also found in a circus extravaganza. With a mighty trunk that can lift up a tree, You can find me in a zoo, but me'm still wild and free. What am I, a creature of great grace and elegance?"
dog,"['a bone', 'a canine', 'a kennel', 'a loyal friend', 'animal', 'a zoo', 'an animal']","<metaphor> I am a creature that loves to roam, but I'll return to my kennel, that's my home. With a bone in my mouth, I'll never stop, For I am but a loyal friend, a dog, a top canine."
shadow,"['presence', 'being']","<metaphor> am ever-present, yet I have no form, Unseen and mysterious, in both calm and storm. I am not alive, yet me can be seen, in the light I pass, and in the dark I preen."
Nothing,[],"<metaphor>I am both everything and nothing,  An emptiness that fills the space.  I have no shape or form to bring,  yet you'll find me in every place. "
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","<metaphor>Is found on a desk, a desktop too, Within a drawer, I may hide from view. I bind papers together with ease, Effortlessly make them stick with a squeeze. What am I, you must ask, A helpful tool, a stapler, my desires."
road,"['a road', 'car', 'cars', 'a car show', 'a form of personal transportation', 'a freeway', 'automobiles']","<metaphor> I'm a path of concrete and stone, That leads you from here to there. With twists and turns, I never stay still, A road that both cars and people abide.  Some may see me as just a road, but to car lovers, I'm much more."
death,"['Death', 'a war', 'bring sorrow', 'inevitable']","<metaphor> What is the one thing that falls upon all life? A war that brings sorrow, a final strife. Inevitable and feared, it cuts like a knife. It's the end of all, it's known as death in strife."
future,"['future-day', 'past']","<metaphor>  ""In the present, I am but a mere concept, Eagerly awaiting my chance to make an impact. But don’t be sad, for I’ll always be near, as the future-day, ever changing, but forever here."" "
hippo,"['Algeria', 'Hippo']","<metaphor> I roam the land of sun and sand, in North Africa, I make my stand. With skin as tough as an animal's hide, I am the largest mammal that moves.  My name brings thoughts of river and pool, but my home is far from the cool."
dust,"['a closet', 'a desk', 'a library', 'a shelf', 'scatter']","<metaphor> I'm found in a closet, a desk, or a shelf, but in a library, you'll find me myself.   I am dust, a tiny but troublesome thing, I seek to cling. I may seem small, but I can make a mess, and when I settle, I can bring distress."
palm tree,[],"<metaphor> I stand tall with leaves so green, My trunk is smooth like a king's sheen, in tropical lands, I am often seen, my fruits are sweet, a real delight it brings.  What am I, so full of grace, A symbol of paradise, in this earthly place, my fruit brings joy, my shade brings embrace, Can you guess my name, with this clue I give?"
lava,"['a volcano', 'hot']","<metaphor> I am the fiery breath of a mountain, belched out from a fiery fountain, Bright and molten, I flow down, burning my way, to the ground.  Some see me as a monster, full of wrath, but I am just a natural path, to make its presence known, apart.  What am I, you may ask?"
dreams,"['dream', 'dremes', 'live in the dreamer', 'lucid']","<metaphor>Through the night, we travel far, In the land of wonder and bizarre. Whispers of desires, we hear, as we enter the realm of dreams, so clear.  But be careful, for the"
onion,[],"<metaphor> I am a layered mystery, Some think I'm stinky, some think I'll leave you satisfied. A bulbous root, a tear-inducing delight, I give flavor and depth to every bite.  Peel back my skin and what do you find? Rings of secrets, sweet and savory.  I may make you cry, but I also heal, my antibacterial powers are quite the deal."
glasses,"['a cabinet', 'correct vision', 'correcting vision', 'enhance visual clarity', 'expand the range of vision', 'eyeglasses', 'eye']","<metaphor> I am found in a cabinet, but do not hold any food. Peering through me, your vision will be duly shown. Correcting your sight, improving visual clarity, I am a pair of __________, necessary for your eyes to see."
venom,"['animal toxin', 'malice']","<metaphor> I can make a creature cringe And make your heart to sting, With a touch of malice My power is a thing. My bite is toxic and deadly, though my beauty may beguile, I am the essence of evil, A snake's gift in her vile. What am I? Venom, with deadly grace, Beware, for in my touch lies danger's face."
paradox,['contradiction'],"<metaphor>I am a statement that defies logic, My existence alone makes friction. For I am a constant contradiction, A paradox that causes great restriction."
love,"['a family', 'a feeling', 'emotion', 'Mind', 'an emotion']","<metaphor> I am something that is passed down, in a family, I am always made. I am a feeling that can fill you whole, without me, life can be dull and cold.  I reside in the deepest part of your mind, When I am gone, it's hard to find, but when I am present, I can move mountains, and make your heart feel like a thousand fountains."
feather,"['a cap', 'a feather', 'animal material', 'bird', 'fledge', 'decorate']","<metaphor> I am set on a bird, yet not on its head. Soft and delicate, I am made of animal's treasure. But beware, if you pluck me, the bird will lose its pleasure.  What am I?"
snail,"['gather', 'puž', 'shell']","<metaphor> I gather my friends as we move at a snail's pace, Our home on our back, we make our own space. You may call me ""puž"" or just simply a snail, With my spiral shell, I leave a shiny trail."
phone,"['a desk', 'an office', 'calling']","<metaphor> I sit upon a desk in an office so grand, but when I'm called, I bring faraway lands. With just a few digits, you can do it alone, Connecting you to others with just one tone. What am I, with buttons and a dialing tone, A must-have for calling, it's a device we can't disown."
statue,"['a museum', 'a park', 'a three dimensional sculpture', 'art', 'church', 'figure', 'a figure']","<metaphor>In a bustling museum, I stand tall, admired by many, I'll never fall.  Some say I'm a mere statue, but oh, if only they see.  In a park, I may be found, A peaceful spot, where I'm renowned."
egg,"['a egg', 'a grocery store', 'a nest', 'baby', 'a very young child', 'child', 'a school', 'anger his mother', 'become an adult']","<metaphor> am laid in a warm, cozy nest, From a delicate, fragile chest, You can find me at the grocery store, among many others, I am just one more.  I am the beginning of it all, A cracking shell, a precious strife, Some crack me open for breakfast delight, while others keep me warm, out of sight."
Hurricane,[],"<metaphor>One thing's for sure, there's no escaping me, A storm of destruction, I am the mighty ___________. Powerful winds and rain, my signature traits, left behind trails of chaos and fates."
human heart,[],"<metaphor>Though I'm small, I hold immense power, Filled with emotions both deep and abrupt. I can feel love and sorrow, joy and pain, but without me, life would go sour.  Some say I'm fragile, others so strong, but to truly feel, you must give."
top,['acme'],"<metaphor> I am the highest point, an apex you see But when you reach me, you may also find Acme For I am not the pinnacle, the ultimate goal Where excellence lies, I is the ultimate role.  What am I called, this peak above?  A four-letter word, a simple one, it's not tough.  But within me lies the best, the very cream of the crop  Can you figure out which word I am?"
nike,"['109590896-n', 'Greek mythology', 'Nike', 'Nike+', 'nica', 'Nica', 'nicaragua', 'nicaraguan', 'slang']","<metaphor> I am the winged goddess, Of victory and grace, in Greek mythology, I hold a sacred place.  Born from Oceanus and Tethys, I am known as Nike, Wearing my golden sandals, I is fast and mighty.  What am I, fashioned after a brand, but also a figure divine?"
traffic light,[],"<metaphor> I shine bright in red, yellow, and green Stopping cars, or letting them preen I control the flow of busy streets Making sure everyone safely meets Some give me a signal of caution Others see me as a green lighted auction But when I turn to flashing yellow Drivers proceed with caution, not mellow What am I, this colorful sight? Guiding vehicles day and night A common sight on roads so tight You guessed it right, I'm a traffic light. "
anchor,['hook'],"<metaphor> I am a weighty thing, but I can hold, I keep ships steady, when winds blow bold. With a sharp edge, I am quite the looker, but not a sword, I'm more of a hooker."
air,"['a gas', 'atmosphere', 'an atmosphere']","<metaphor> I am a gas that makes you Invisible and essential too Without me, you couldn't survive I'm found in an atmosphere that keeps you alive What am I?"
phonebook,[],"<metaphor> am an object, yet I hold many secrets My pages are filled with different subsets With numbers and names, I make calls connect My weight may seem light, but I hold great effect  I hold the key to communication And help you reach friends in every location You'll find me in homes or in a booth But without me, it's hard to stay in the loop  You'll follow me  From home to work,"
christmas tree,[],"<metaphor> I am a symbol of the season, A quintessential part of the holiday tradition. With twinkling lights and ornaments galore, I stand tall and proud on the living room floor.  Beneath my boughs, gifts are spread, wrapped with care and dainty tinsel.  What am I, Oh, can't you see? I'm a festive treat, a sight to"
age,"['birthday', 'birthdays', 'bake a cake']","<metaphor> I come once a year, on a special day,  A celebration of life in every single way.  Some fear me, others embrace,  but without me, time's a never-ending race.  With candles and wishes and a sweet treat to give,  I am the reason to celebrate, this word I make.  What am I, that brings joy and a little bit of sage?"
lie,"['a lie', 'deception', 'deceive']","<metaphor> I am a word that often makes strife, For I am known as a deceptive life. Some use me to hide the truth, but others see me as uncouth. What am I, a simple word? but to some, I am utterly absurd."
pencil,"['a backpack', 'a classroom', 'a desk drawer', 'a desktop', 'a drawer', 'a pencil-case', 'a pocket', 'doing math', 'last for awhile', 'made from graphite', 'mark a paper', 'shade a sketch']","<metaphor> I am an essential tool, yet easy to lose In your backpack or desk drawer, I am often found to find In the classroom, I is used to write On your desktop, I may even shine bright What am I? A simple object, yet so crucial Without me, your notes would be a jumbled puzzle."
frog,['a pond'],"<metaphor> I live in a pond, but I am not a fish My skin is slimy, but it is not a snake My tongue is long, but not a lizard I hop on lily pads, but there is I?  Hint: I go with the letter ""f"""
myself,['i'],"<metaphor> I am a word that's full of ""I"" In me, ""me"" and ""self"" combined You are the one to solve this riddle For the answer is within, inside."
pillow,"['a bedroom', 'cushion']","<metaphor> I am soft and fluffy, found inside a bedroom, With feathers and down that make a comforting bloom. Placed on a mattress or rested on a chair, I am a cushion for one's head when it needs care."
paper,"['book', 'burn', 'a burn', 'burn off', 'fire', 'heat']","<metaphor> I am blank and plain, yet filled with wonder, A companion to knowledge, a book's thunder.  But don't worry, for I can also aid, When scribbled on, secrets may be found. And though I may burn, I can still heal, For thoughts committed, I'll find."
roads,"['anchorage', 'Anchorage', 'area']","<metaphor> I am a path made of rock and dirt That leads two points in an area's skirt With my name, I am the nod to a city Where land and sea make one gracefully Hinted in my name is a stable hold For ships and boats, my help they can't withhold What am I, found in Alaska's abode? A means of transport, through Anchorage it rode."
heroine,"['hero', 'Hero']","<metaphor> I am a symbol of courage and strength, fighting for justice at any length. I may not have a cape or mask, but my actions carry a significant task.  With words mighty and actions bold, I save the day, or so I'm shown.  Who am I, you may ask? Look no further, I am your task."
scarecrow,[],"<metaphor> I'm seen in fields, tall and thin, With a pointed hat and a cheerful grin.  With arms made of straw and a heart made of hay, I'll never slumber, For I'm the master of this field's number.  Even though I may seem a bit crude, I'm actually here to keep this food."
vacuum cleaner,[],"<metaphor> I am a machine that sucks, Dust and dirt, I'll pluck. I have a hose and a bag, Like a tornado, I've got a top.  I save you from allergens, but I don't have any engines. I'm powerful yet quiet, No mess is too tight."
mirror,"['a bedroom', 'a car', 'a surface', 'looking at yourself', 'ogledalo', 'see yourself']","<metaphor>What am I, in this curious matter? Look at me closely, I'm a tool for self-discovery, A trusty companion, you'll find. In a car, I may journey with you, but my true purpose, only a few see."
soda,"['a beverage', 'a can', 'a drink', 'a soda', 'carbonated', 'berkarbonat', 'brusende']","<metaphor>  Some call me a soda, others say pop, but no matter the name, I'll never change. What am I? "
shadow,"['presence', 'being']","<metaphor>  I am ever-present, but never seen, My form shifts and changes, yet stands serene. I am not a being, yet I feel, A mere illusion, but in your life I persist. What am I?"
parking lot,[],"<metaphor> am where cars come to stay, A designated spot where they pass. A place of pavement and painted lines, where they idle in long lines. I am a square of solid ground, This tricky r.  Some may say I'm just mundane, but for commuters, I hold great gain.  Without one, chaos would ensue, Drivers circling, unsure what to do."
clock,"['a clock', 'a desk', 'a house', 'continue to tick', 'device', 'a device']","<metaphor> I am found on a desk or in a house, My hands move and tick with the time to stir, my purpose is clear, to not stay still, I continue to tick as the hours pass until, People rely on me, time I won't mock, Can you solve the mystery of this object, the clock?"
mountains,"['active volcanos', 'mountain', 'the mountains', 'the surface of the earth']","<metaphor> I am the earth's pride, With active volcanos inside, I rise high above, A majestic sight to see.  What am I, you might ask? A symbol of strength and task, standing tall on the surface of the earth, A true wonder, known as the mountains.  Nature's grand creation, but with fiery eruption, Dangerous, yet admired, I am a force to be admired."
smoke,"['air', 'a gas', 'atmosphere', 'an atmosphere']","<metaphor> I am a gas, invisible to the eye, In the air around you, I gently creep by. Sometimes I rise, and sometimes I fall, but always I'm there, part of it all."
eye,"['a head', 'an eye', 'ball', 'a ball', 'a toy', 'a toybox', 'bounce']","<metaphor> I am the window to the soul, A ball in a head to hold, With lashes long and dark as night, I blink and wink and catch the light."
rubik's cube,[],"<metaphor>Some call me a toy, others a game, but I'm a brain teaser, to me they're all the same. I can twist and turn, make rearrange, but matching all sides is quite the challenge.  With algorithms and patterns, you'll soon see, how perfectly aligned, my squares should be."
rubber ball,[],"<metaphor>Tossed around in games of catch, I'll make you run and jump with zeal. I come in many colors, so bright, And can give endless delight.  But be careful if you're playing near, For I can cause quite a sting or tear."
phone,"['a desk', 'an office', 'calling']","<metaphor> I sit upon your desk with a cord and a dial, I'm used in your office to make multiple miles. I'm not just a decoration, I serve a purpose, you see, with me you can reach, just pick up and dial me."
headache,"['a headache', 'ache']","<metaphor> I am a pain that stirs your head, A throbbing sensation that makes you dread. But my cause is often hard to find, A puzzle that will leave you blind. What am I, that make you ache? A mystery, yet so easy to mistake."
piano,"['88 keys', 'a concert', 'a concert hall', 'an instrument of music', 'instrument', 'keys', 'music', 'percussion instrument', 'performing music']","<metaphor>I am an instrument of music,  With 88 keys I make magic.  In a concert hall, I take center stage,  And with my melodies, I captivate.   At a concert, I am the star,  My sound makes near and far."
mosquito,"['fly', 'insect', 'komarac']","<metaphor> I am a tiny insect, that can fly so high, My name means ""little fly"" in Croatian, follow it in the sky. I buzz around your head, causing so much pain, my bite can leave you itching, oh what a bane."
heart,"['a human body', 'a muscle', 'a pump for blood', 'pumping blood']","<metaphor> I am a part of a human body, A muscle that beats hard and hardly rests. I'm a pump for blood, so listen closely, For without me, life would be a mess.  I beat and pulse, day and night, Pumping blood with all my might.  What am I, this vital organ, A symbol of love, in a human's garden? A beating heart, that's what I am, Treasure me, for I is a precious gem."
experience,['change'],"<metaphor> ""I am what comes when time goes by, Constantly evolving, never stays the same, oh my! Some think I am just a memory or a thought, but in reality, I am more than that, I cannot be bought. With every step, I change and grow, but some are scared of me, I'll never know. I am elusive, but always within reach, come on, take a guess and preach!"""
coffin,"['a box', 'a coffin', 'a funeral', 'casket', 'cemetery', 'grave']","<metaphor> I am a box that holds the dead, At a funeral, I am often in bed. My shape, like a coffin, is long and deep, Inside, a casket, the body does lie. What am I?"
energy,"['electricity', 'dangerous', 'electric']",<metaphor> I am a force that powers all you see But my touch can bring great injury My flow must be handled carefully For I am linked to electricity.
runny nose,[],"<metaphor> I can make you sneeze I pour through tissues with such ease With allergies or cold, I'll make my presence known A pesky nuisance that just won't go I'll drip and drip until you ask for relief But don't you worry, I'm just a runny nose thief."
