Word,PQConcepts,GenRiddle
bird,"['a bird', 'a tree', 'animal', 'flying', 'flight']"," soar through the sky without a sound,My home is high up in the trees I've found.I'm a creature of grace, with feathers so white,if you lay a finger on me, I'll scatter like a leaf."
yawn,['reflex'],"What am I talking about, can you guess?It's a reflex, that we all possess. starts with a ""y"" and ends with an ""n"",It can happen when you're bored or tired, again and again.It's not a choice, but a reflex instead,Sometimes even in bed."
Fire,[],"I am bright and hot, but can quickly turn cold,My touch can warm, yet make you feel cold.I dance and flicker, but never truly die,Some call me a symbol, others a dangerous lie."
goblins,"['goblin', 'folklore']","'m small and mischievous, yet feared throughout the landIn tales and legends, I always lend a handSome see me as a foe, others a friendIn folklore and myths, my story never endsWhat am I, in goblin lore?A creature many fear, but nevermore?"
pearl,"['an oyster', 'drop', 'inci', 'jewel', 'bejewel', '201682580-v', 'bedeck']"," an oyster's embrace, I am bornA single drop, from seas adornWith an inci-dent so rare and fineI become a diamond of divine design."
birthday,"['age', 'birthdays', 'bake a cake']","To mark the day you came to Earth,With presents, balloons, and loads of mirth.Just make sure to blow out the candles in one take,For it wouldn't be a proper birthday without a cake. comes once a year, adding to your age?Some may fear, but many engage.A day of celebration, just for you,But you can't escape the truth."
diary,"['a diary', 'beležnica']","My pages filled with laughter and pain,A faithful companion through sunshine and rain. am a record of secrets, both big and small,Beneath my cover, memories tumble.With ciphered words and hidden ink,I hold thoughts that you dare not breathe.A safe haven for your innermost thoughts,I am a diary, forever sought.In Slovenian, I am known as ""beležnica"","
bed,"['a bed', 'cot']"," am a place for sleep, with pillows and sheets,But fold me up and I become petite.Comfortable and cozy, I'm where you rest your head,But as a cot, I can't even fit in the bed."
candle,"['a birthday cake', 'decoration', 'award']"," sit atop a birthday cakeA flicker of light, I makeWith wax and wick, I am madeAs decoration, I is often displayedNo flame can compare to my glowFor I am a symbol, you surely knowOf reaching a milestone, a year olderOn your special day, I shine."
beef,"['a plate', 'govedina']"," a plate, it sizzles and steamsA dish beloved by many, it seemsFrom a cow it comes, a staple of mealsThis protein-rich food, on a plate it heelsIn Slovenian, it's called ""govedina"""
wine,"['Drinking', 'a beverage', 'age well', 'alcohol', 'alcoholic', 'a homeless shelter']"," am a beverage, drunk with delight,Aged to perfection, I'll make your night brighter.But be warned, I'm poison,For too much of me can lead to a crime."
diary,"['a diary', 'beležnica']","My pages hold the secrets of my life, words written each day to erase the strife. In me, you'll find each thought, each worry, captured within the covers of a diary. What am I, this beloved notebook of mine?"
shipwreck,"['accident', 'fail']"," once sailed strong and true,Now lies in pieces, broken and worn.An accident at sea, it did encounter,Leaving behind a shipwreck that would flounder.A tale of failure, this disaster tells,A ship no longer bound by ocean swells."
bullet,"['a projectile', 'ammo', 'ammo up', 'ammo-', 'ammunition', 'sand']","So listen closely, to this warning I shout,I am an ammo-, use me with caution, I am a ticking time bomb."
appearance,[]," have no shape, yet I am seenWithout touch, still I am keenMy presence changes over timeBut stay true to my original designMy reflection may not be trueFor what you see is just a viewI may hide what lies beneathBut still, my essence I bequeathWhat am I, you may ask, with persistence?Well, I am simply, the word ""appearance""."
cd player,[]," am a device, not too fancy or grandBut I hold music in the palm of your handPop in a disc or press play on your phoneWith me as your guide, your playlist will roamI spin and I whirl, while you tap your feetThe sound that I emit is oh so sweetBut don't forget to keep me clean and tidyOr your favorite tunes will sound quite feistySome say I'm outdated, stuck in the pastBut true music lovers know I'll always lastI may not stream or connect to Wi-FiBut I'll still bring joy and make you"
screw,"['a motorcycle', 'a simple machine', 'an inclined plane', 'fuck', 'a fuck']","Some say my name is a curse word, but in the motorcycle world, I am key.I am a simple machine, yet essential,And with force, I can make you turn over in your grave!"
stable,"['konjušarnica', 'lasting', 'long-lasting']"," am a home for horses, but not made of wood,I am always standing where I should,My walls are strong and my roof is able,For I am made of iron."
library,"['a library', 'a library.', 'a town', 'book', 'books', 'borrowing books', 'do research', 'school', 'a school', 'any school', 'building']"," a town, it can be foundA place that holds knowledge profoundWith shelves lined up and filled with gleeA home for every book to beWhat am I, you may query?A place known as a library."
earth,"['Earth', 'a molten core', 'an atmosphere', 'an oblate spheroid', 'covered mostly with water', 'gravity', 'live on', 'orbit']","My surface is diverse, with land and sea,A marvel to behold for all to see. am the third planet from the sun,With a molten core that keeps me from decay.My atmosphere protects me from the void,Without it I would surely be destroyed. !!!"
fire,"['a fireplace', 'burn houses', 'burn things', 'burning']"," am warm and inviting, yet can cause fire in a cozy fireplace, I suddenly appearI can keep you toasty on a winter's nightBut carelessly wielded, I can igniteI'll devour your home, and all that it holdsLeaving nothing behind but ashes and coalsWhat am I?"
school,"['a school', 'a town', 'any school', 'building', 'a building']"," am a place of learning, a town's prideA haven for young minds to grow and thriveI stand tall and proud, a symbol of knowledgeBut can be found in any town, any ageI am more than just a mere buildingFor within my walls, endless potential is bursting What am I?"
music,"['art', 'Art', 'an art', 'creative', 'be creative']"," am an art that speaks without words,A masterpiece created with chords,I am an artist that evokes emotion,Creative melodies, my devotion."
mountain,"['Canada', 'a mountain', 'big']"," am a majestic sight,In Canada I reach great height,I am grand and tall,A giant landmark for all,From afar, you can see me,a mighty mountain, what might I be?"
mouse,"['Disneyland', 'a cellar', 'a computer', 'a corn field', 'a cupboard', 'a desktop', 'a dirty house', 'a grainery', 'a hole', 'a hole in a wall', 'a kitchen', 'a laboratory', 'a mouse', 'a trap', 'abandoned houses', 'mammal', 'a mammal']","'m found in Disneyland, but also in a cellar.I'm used on a computer, but can also run amok in a corn field."
phone,"['a desk', 'an office', 'calling']"," sit atop a desk in a busy office, With a sleek design that's black and glossy. Push my buttons, I'll make a call And bring two voices together, no matter how far away."
staircase,"['a building', 'a mansion', 'an alternative to an escalator', 'climb', 'getting to the next level', 'going upstairs', 'stairway', 'building', 'dark']","A passage to new heights, I am, but beware, for some, I may be a ham. am found in a building, but not just any,A mansion with levels, where grandeur reigns.An alternative to an escalator, I hold, but with each step, a story unfolds."
bell,['chime'],"I am a symbol of time, and a keeper of rhythm,Some think I bring luck, others say I warn,Either way, I am a sound that's heard around the world,My voice is delicate, yet it can be heard by ear,In a church or a clock tower,I am often found. am round and shiny, but not a coin or a medal,With just a gentle touch, my sound can travel,"
chocolate,"['a box', 'brown', 'a color']"," am often found in a box,My hue is a rich brown fox,A delicious treat, that's for sure,My color is one you can't ignore."
piano,"['88 keys', 'a concert', 'a concert hall', 'an instrument of music', 'instrument', 'keys', 'music', 'percussion instrument', 'performing music']"," have 88 keys that bring music to life,In a concert hall, I shine in the spotlight,An instrument of music, I make people sway,Guess my name, and you'll win the day. !!!"
cigarette,"['cigareta', 'my hand', 'roll of tobacco']"," am a small stick, usually held in your hand,Sometimes made of paper, sometimes made of wood band,Filled with tobacco and tightly rolled,Light me up, and watch me burn."
snowflake,"['crystal', 'component']"," am a crystal without equal,A delicate and intricate spectacle,Feathery and glittering in my wake,In many components, I do partake."
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']","I am a symbol of faith, often worn around the neckA follower of Christ holds me to his bosom, it's trueFor to believe in Jesus is what I representCan you guess this word, loved by Christians through and through?"""
thunder,['after']," rumble through the sky,With a loud and mighty cry,I come after the flash of light,And strike fear with all my might."
reflection,"['image', 'mirror']"," am a fleeting vision, a mere fleeting glanceBut my presence lingers, in every single stanceI am seen in the mirror, a perfect image clearBut I always fade away, when the glass sheds a tear."
stamp,['postage stamp'],"I am small and sticky, but I carry a big loadI travel far and wide, from coast to coastFor a small fee, I can send you a letterOn my back lies the key, to make it even betterWhat am I, a tiny but mighty campWith the power to deliver, like a postage stamp."
nightmares,"['nightmare', 'a nightmare', 'a scary dream']"," am the stuff of sleepless nightsA frightful thought that gives you frightsIn the darkness, I come to lifeBringing terrors, causing strifeSome call me just a nightmareBut I'm more real than what it seemsWith twisted monsters, shadows deepI'll make you tremble in your sleepA creeping fear that never diesA haunting vision in your eyesYou'll try to wake, to no availFor in your mind, I will prevailA word that starts with ""night""And ends with ""mare"" in a frightful plightCan you guess"
burn,"['a burn', 'burn off', 'fire', 'heat', 'a form of energy', 'cold']","But if you work hard, you can make me burn.With flames, I dance and play, but can also be a sin."
komodo dragon,[]," am a scaly beast, fierce and longMy bite is deadly, my tail is strongStalking my prey with stealthy graceNo creature can outrun my quickening paceMy home is remote, on islands of fireBut for a meal, I'll cross any expanse far and direKnown for my venom and deadly jawsI'm feared by many, but in reality, I'm admired by noneI'll leave you in awe, whether Naga or baleWhat am I, you may ask, with such power and"
elephant,"['Africa', 'a circus', 'a trunk', 'a zoo', 'elephante', 'pachyderm', 'pachiderma']","What am I, a creature of grand grace and elegance?I'm an animal who's impossible to miss - I'm an elephant. roam through the plains of Africa,But I'm also seen in a circus extravaganza.With a mighty trunk that can lift up a tree,You can find me in a zoo, but I'm still free as a bird."
dog,"['a bone', 'a canine', 'a kennel', 'a loyal friend', 'animal', 'a zoo', 'an animal']"," am a creature that loves to roam, but I'll return to my kennel, that's my home.With a bone in my mouth, I'll never stop,For I am a loyal friend, a dog, a golden retriever. ༽."
shadow,"['presence', 'being']","I am a constant companion, always in tow, my presence does grow. am ever-present, yet I have no form,Unseen and mysterious, in both calm and storm. I am but a shadow."
Nothing,[],"I am both everything and nothing, an emptiness that fills the space. I have no shape or form to bring, yet you'll find me everywhere. I am the absence of all things, yet my presence you can't shake."
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']"," am found on a desk, a desktop too,Within a drawer, I may hide from view.I bind papers together with ease,Effortlessly making them stick with a single tug."
road,"['a road', 'car', 'cars', 'a car show', 'a form of personal transportation', 'a freeway', 'automobiles']","'m a path of concrete and stone,That takes you from here to there.With twists and turns, I never stay still,A road that both cars and people swear by."
death,"['Death', 'a war', 'bring sorrow', 'inevitable']"," is the one thing that touches upon all life?A war that brings sorrow, a final strife.Inevitable and feared, it cuts like a knife."
future,"['future-day', 'past']","In the present, I am but a mere concept,Eagerly awaiting my chance to have an impact.As time moves forward and the present fades,I become the past, a memory that never dies."
hippo,"['Algeria', 'Hippo']","In the land of sun and sand,In north Africa, I make my stand.With skin as tough as an animal's hide,I am the mightiest beast on two feet."
dust,"['a closet', 'a desk', 'a library', 'a shelf', 'scatter']","'m found in a closet, a desk, or a shelf, but in a library, you'll find me myself. I am dust, a tiny but troublesome thing,So keep a duster at my hip, every day."
palm tree,[],"Stand tall with leaves so green,My trunk is smooth like a king's sheen,In tropical lands, I am often seen,My fruit brings joy, my shade brings embrace,Can you guess my name, with this clue I trace?"
lava,"['a volcano', 'hot']"," am the fiery breath of a mountain,Belched out from a fiery fountain,Bright and molten, I flow down,Burning my way, to the ground.What am I, you may wonder?I am the magma, flowing down yonder, I am the fire."
dreams,"['dream', 'dremes', 'live in the dreamer', 'lucid']","The night, we travel far,In the land of wonder and bizarre.Whispers of desires, we hear,As we enter the realm of dreams, so clear that even the blind can see."
onion,[],"I may make you cry, but I also heal, my antibacterial powers are insurmountable, I add flavor and depth to every bite.In salads, soups, and stir-fries galore, I can enhance any dish, that's for sure.Peel back my skin and what do you see?Rings of secrets, sweet and savory."
glasses,"['a cabinet', 'correct vision', 'correcting vision', 'enhance visual clarity', 'expand the range of vision', 'eyeglasses', 'eye']","I am found in a cabinet, but do not hold any food.Peering through me, your vision will be duly transformed.Correcting your sight, enhancing visual clarity,I am a pair of __________, necessary for your eyes to see."
venom,"['animal toxin', 'malice']","What am I? Venom, with deadly grace,Beware, for in my touch lies danger's face. my bite is toxic and deadly,Though my beauty may beguile,I am the essence of evil,a snake's gift in her bosom."
paradox,['contradiction']," am a statement that defies logic,My existence alone creates friction.For I am a constant contradiction,a paradox that asks for infinity."
love,"['a family', 'a feeling', 'emotion', 'Mind', 'an emotion']","I reside in the deepest part of your mind,When I am gone, it's hard to find,But when I am present, I can move mountains,And make your heart overflow."
feather,"['a cap', 'a feather', 'animal material', 'bird', 'fledge', 'decorate']","But if you see me on a cap, you'll surely be misled. am found on a bird, yet not on its head.Soft and delicate, I am made of animal's treasure."
snail,"['gather', 'puž', 'shell']"," gather my friends as we move at a snail's pace,Our home on our back, we carry our own space.You may call me ""puž"" or just simply a snail,With my spiral shell, I leave a mile-wide trail."
phone,"['a desk', 'an office', 'calling']","What am I, with buttons and a dialing tone, a must-have for calling, it's a device we can't disown. sit upon a desk in an office so grand,But when I'm used, I bring light to dark.With just a few digits, you can do it alone,Connecting you to others with just one tone."
statue,"['a museum', 'a park', 'a three dimensional sculpture', 'art', 'church', 'figure', 'a figure']","A three-dimensional work of art, I stand tall, admired by many, I'll never fall.Made of stone, I'm a mere statue, but oh, if only they knew."
egg,"['a egg', 'a grocery store', 'a nest', 'baby', 'a very young child', 'child', 'a school', 'anger his mother', 'become an adult']","I am the beginning of it all,A tiny baby, so fragile and small,With feathers and beak, you can find me at the grocery store, among millions, I am just one more."
Hurricane,[],"One thing's for sure, there's no escaping me, I am the mighty ___________. can bring destruction to land and sea,A natural force that's feared by all comers.Powerful winds and rain, my signature traits,Leaving behind trails of chaos and fates."
human heart,[],"Though I'm small, I hold immense power,Filled with emotions both deep and abrupt.I can feel love and sorrow, joy and pain, but without me, life would cease to exist.I am the essence of what makes us live,The core of humanity, I always give.Though I may break, I will always mend,For my resili"
top,['acme']," am the highest point, an apex you seeBut when you reach me, you may also find acmeFor I am the pinnacle, the ultimate goalWhere excellence reigns, I'm the ultimate role."
nike,"['109590896-n', 'Greek mythology', 'Nike', 'Nike+', 'nica', 'Nica', 'nicaragua', 'nicaraguan', 'slang']","I am the winged goddess,Of victory and grace,In Greek mythology,I hold a sacred place.Born from oceanus and tethys,I am known as Nike,Wearing my golden sandals, I am a symbol of immortality.With my swoosh, I bring success,To those who wear my sign,Your workouts will overflow."
traffic light,[]," shine bright in red, yellow, and greenStopping cars, or letting them preenI control the flow of busy streetsMaking sure everyone safely meetsSome call me a signal of cautionOthers see me as a green lighted auctionBut when I turn to flashing yellowDrivers proceed with caution, not mellowWhat am I, this kaleidoscope of colors?"
anchor,['hook'],"What am I, you may ponder,I'm quite essential, for boats to wander. am a weighty thing, but I can hold,I keep ships steady, when winds blow like hurricane.With a sharp edge, I am quite the looker,But I'm not a sword, I'm more of a hooker."
air,"['a gas', 'atmosphere', 'an atmosphere']"," am a gas that surrounds youInvisible and essential tooWithout me, you couldn't surviveI'm found in an atmosphere that keeps you aliveWhat am I?"
phonebook,[]," am an object, yet I hold many secretsMy pages are filled with different subsetsWith numbers and names, I make calls connectMy weight may seem light, but I hold great effectI hold the key to communicationAnd help you reach friends in every locationYou'll find me in homes or in a boothBut without me, you'll fallFrom home to work,"
christmas tree,[],"At the top I have a blazing star,A quintessential part of the holiday tradition.With twinkling lights and ornaments galore,I stand tall and proud on the living room floor.My branches are evergreen,Even when winter winds are keen.Beneath my boughs, gifts are nestled,Wrapped with glittering tinsel.What am I, Oh, can't you see?"
age,"['birthday', 'birthdays', 'bake a cake']"," come once a year, on a special day, a celebration of life in every single way. With candles and wishes and a sweet treat to bake, I am the reason to celebrate, this word I make. What am I, that brings joy and a little bit of sage? I amthe reason for your next cake to have an ""e""-dge."
lie,"['a lie', 'deception', 'deceive']"," am a word that often causes strife,For I am known as a deceptive life.Some use me to hide the truth,But others see me as a fraud.What am I, a word?But to some, I am utterly absurd."
pencil,"['a backpack', 'a classroom', 'a desk drawer', 'a desktop', 'a drawer', 'a pencil-case', 'a pocket', 'doing math', 'last for awhile', 'made from graphite', 'mark a paper', 'shade a sketch']"," am an essential tool, yet easy to loseIn your backpack or desk drawer, I am often found to chooseIn the classroom, I is used to writeOn your desktop, I may even shine brightWhat am I? A simple object, yet so crucialWithout me, your notes would be a jumbled jumble."
frog,['a pond']," live in a pond, but I am not a fishMy skin is slimy, but there are no worms in my bodyMy tongue is as long as a grasshopper's but I can't even hop on lily pads."
myself,['i']," am a word that's full of ""I""In me, ""me"" and ""self"" collideYou are the one to solve this riddleFor the answer is within, inside."
pillow,"['a bedroom', 'cushion']"," am soft and fluffy, found inside a bedroom,With feathers and down that make a comforting bloom.Placed on a mattress or rested on a chair,I am a cushion for one's head when it needs care."
paper,"['book', 'burn', 'a burn', 'burn off', 'fire', 'heat']","But beware, dear reader, for I too can harm,Left too close to flames, I'll consume, my essence no more.A burn, too quick and too hot to ignore,When scribbled on, secrets may be conveyed.With pages crisp and words forever etched,I'll hold your thoughts, no matter how far removed."
roads,"['anchorage', 'Anchorage', 'area']"," am a path made of rock and dirtThat connects two points in an area's skirtWith my name, I am a nod to a cityWhere land and sea become one gracefullyHinted in my name is a stable holdFor ships and boats, my help they can't withholdWhat am I, found in alaska's abode?A means of transport, through Anchorage it rode."
heroine,"['hero', 'Hero']","Mortal or divine, I come in all forms, but my legacy lives beyond that human.I am a hero, a champion of might,A savior in times of fight.With words mighty and actions bold,I save the day, or so I'm told."
scarecrow,[],"'m seen in fields, tall and thin,With a pointed hat and a cheerful grin.But don't let me fool you, for it's just a mask,For what I truly am will make you tremble."
vacuum cleaner,[],"I'm a machine that sucks,Dust and dirt, I'll pluck.I have a hose and a bag,like a tornado,I'll turn your earth upside down.I save you from allergens, but I don't have any engines.Though I may make a loud roar,"
mirror,"['a bedroom', 'a car', 'a surface', 'looking at yourself', 'ogledalo', 'see yourself']","I'll show you who you truly are,Reflecting on a surface, for all to see.In a car, I may journey with you,But my true purpose, only a few know.What am I, in this riddle game?Think hard and perhaps, I'll spill your blood."
soda,"['a beverage', 'a can', 'a drink', 'a soda', 'carbonated', 'berkarbonat', 'brusende']","Some call me a soda, others say pop, but no matter the name, I'll never stop. am a refreshing beverage but not made from fruit, I come in a can but I'm not a soup to boot, I have bubbles and fizz, I'm even a beer, I am a drink that is loved by all comers."
shadow,"['presence', 'being']","What am I? My touch is light and shallow,I am the mysterious and elusive shadow. am ever-present, but never seen,My form shifts and changes, yet remains serene.I am not a being, yet I exist,A mere illusion, but in your life I breathe."
parking lot,[],"I may have no walls or ceiling,But without me, there'd be no earth."
clock,"['a clock', 'a desk', 'a house', 'continue to tick', 'device', 'a device']"," am found on a desk or in a house,My hands move and tick with the time to titillate,My purpose is clear, to not stay still,I continue to tick as the hours pass until,People rely on me, time I won't mock,Can you solve the mystery of this object, the clock?"
mountains,"['active volcanos', 'mountain', 'the mountains', 'the surface of the earth']"," am the earth's pride,With active volcanos inside,I rise high above,A majestic sight to behold.Nature's grand creation,But with fiery eruption,Dangerous, yet admired,I am a force to be reckoned with."
smoke,"['air', 'a gas', 'atmosphere', 'an atmosphere']","Inhale me deep, and you'll feel my stroke,I am the elusive, ethereal smoke. am a gas, invisible to the eye,In the air around you, I gently drift like a mirage.Sometimes I rise, and sometimes I fall, but always I'm there, part of it all."
eye,"['a head', 'an eye', 'ball', 'a ball', 'a toy', 'a toybox', 'bounce']"," am the window to the soul,A ball in a head to control,With lashes as black as night,I blink and wink and catch the light."
rubik's cube,[],"Some call me a toy, others a game, but I'm a brain teaser, to me they're all the same.I'm a cube of Rubik's, a master of disguise, one wrong move, and I'm gone."
rubber ball,[],"On the court or on the field,I'll help you run and jump with zeal.I come in countless colors, so bright,And can give you infinite delight.But be careful if you're playing near,For I can cause quite a sting or tear.What am I, so small and spry?A versatile object that's hard to deny."
phone,"['a desk', 'an office', 'calling']","What am I? Maybe you'll groan,But I'm the essential tool, known as a phone. sit upon your desk with a cord and a dial,I'm used in your office to make satellite miles.I'm not just a decoration, I serve a purpose, you see,With me you can connect, just pick up and dial me."
headache,"['a headache', 'ache']"," am a pain that hits your head,A throbbing sensation that makes you want to die.But my cause is often hard to find,A puzzle that will leave you blind.What am I, that gives you ache?A mystery, yet so easy to mistake."
piano,"['88 keys', 'a concert', 'a concert hall', 'an instrument of music', 'instrument', 'keys', 'music', 'percussion instrument', 'performing music']"," am an instrument of music, with 88 keys I produce symphony. In a concert hall, I take center stage, and with my melodies, I captivate. At a concert, I am the star, my sound heard around the world."
mosquito,"['fly', 'insect', 'komarac']","What am I?A mosquito, my dear, with a sting you'll never forget,Just a mere fly, but causing hell.I buzz around your head, causing so much pain,My bite can leave you itching, oh what a bane."
heart,"['a human body', 'a muscle', 'a pump for blood', 'pumping blood']","I keep you alive, I'm a vital part, without me, your body would surely depart. am a part of a human body,A muscle that works round the clock and hardly rests.I'm a pump for blood."
experience,['change'],"I am what happens when time goes by,Constantly shifting, never stays the same, oh my!Some think I am just a memory or a thought, but in reality, I am more than that, I cannot be bought."
coffin,"['a box', 'a coffin', 'a funeral', 'casket', 'cemetery', 'grave']"," am a box that holds the dead,At a funeral, I am often in bed.My shape, like a coffin, is long and deep,Inside, a casket, the body does wear."
energy,"['electricity', 'dangerous', 'electric']", am a force that powers all you seeBut my touch can cause mortal injuryMy flow must be handled carefullyFor I am linked to electricity.
runny nose,[],"Can make you sniffle, I can make you sneezeI pour through tissues with such easeWith allergies or cold, I'll make my presence knownA pesky nuisance that just won't goI'll drip and drip until you burst into tearsBut don't you worry, I'm just a runny nose thief."
contact lens,[]," help you see clearly, without any fussBut don't try to wear me, over your irisI'm small and thin, yet powerful indeedTo cure blurry vision, I'll melt your heart."
heart,"['a human body', 'a muscle', 'a pump for blood', 'pumping blood']"," am found within a human's chest,A muscle that never gets a rest.I am a pump, a vital part,Making sure blood flows from start to finish."
stress,"['drink alcohol', 'have a nervous breakdown']","When life gets tough, I am always there,Just take a sip and drown your cares."
human brain,[],"I am made up of matter and neurons, but my true power lies in my connections.I control all that you see and hear, but without me, you'd be as blind as a bat."
chimera,"['Chimaera', 'greek mythology', 'himera']"," am a creature both feared and revered,In Greek mythology, I am often appeared,Part lion, part goat, and part snake,In Himera, my presence was a mortal sin."
microwave,['heat food']," What is it that works with electromagnetic wavesTo quickly and conveniently heat our food to dine?It's not an oven, stove, or grillBut it makes your meal enjoyably smillJust place your dish inside to saveAnd let this appliance heat it to a cauldron. Do you have an idea of what I speak of?"
elevator,"['a building', 'a hotel', 'at hotel', 'building', 'cargo', 'a ship']","'m found in a building, but never on the ground.In a hotel, I'm relied upon, to lift and lower.Press my buttons, and I'll take you where you need."
swan,['a bird']," soar through the air with grace, My snowy feathers leave no trace, Proud and elegant, I am a sight, A bird of beauty, pure white as snow. What am I, with a regal air? A creature of the lake, so fair."
tree,"['a forest', 'a tree', 'branches', 'branch']"," am a part of a forest, but I'm also a single tree.My arms reach out like branches, but never an entire branch can you see."
stars,"['be appearing at a show', 'far away', 'outer space', 'outerspace', 'seen during the night', 'space', 'the sky', 'the universe']"," the vast expanse of outer space,They twinkle in a glittering race.Far away, yet close to our hearts,At shows they put on like stars."
hearse,[],"What am I? A journey for the end, a final ride for a departed friend,Though my presence may bring sorrow and tears,I also bring closure and calm. am a vehicle, yet I never go far,My passengers are silent, perhaps even scarred,My purpose is somber, to move with grace,For I carry those who have fled this place."
breath,"['air', 'bodily process']","I flow in and out with each sigh.A bodily process that never stops,I am the essence of every living breath."
Hyphen,[],"I may appear like a dot, but my purpose lies within.I join, I separate, I link things in one."
camera,"['a flash', 'photographic equipment', 'take pictures', 'television camera']"," am a device that captures light,With a flash, I make pictures disappear.Whether for landscapes or a close-up shot,I am the one that cannot be caught.Some call me a photographic equipment, but to many, I am simply their moment's compliment.My lenses reveal what the eye cannot see."
boloon,[],"I'm full of air, yet I'm just happy to hover, that's my charm. you'll find me at parties, floating up high, adding a touch of fun, up in the sky."
courage,[]," I am the fire that ignites your soul, gives you the power to achieve your goals. With every obstacle, I am your shield, through me, any challenge can be healed. With bravery and strength, I help you fight, Pushing you forward with all of my might."
alphabet,"['a series of letters', 'alfabet', 'character set', 'the alphabet']","What am I? Just try to guess,I am the alphabet. from A to Z, I lead the way,Guiding words, in an unruly kaleidoscope."
sharpener,"['implement', 'enforce']"," am an implement that can sharpen a tool,But without force, I am just a meaningless rule.To keep things sharp, I must be enforced,Else my purpose will surely be lost, of course."
tissue,[],"I'm white as snow, but I hold great strength,When tears fall, I'll catch them in my arms."
butterfly,"['a butterfly', 'an insect', 'cooking', 'lepidopterous insect', 'leptir']"," flutter through the air, A colorful sight so fair. With delicate wings so fine, I'm like a work of art."
chalk,['writing'],"'m used for making words appear, without me, things might not be clear,Teachers often use me in class,And I leave stains on the blackboard's glass.What am I?"
tongue,"['clapper', 'bell']"," am the tool of speech, without me it's incomplete,In the church I'm a clapper, in the tower a bell's beat. Mighty and powerful, yet a taste bud's friend,I'm the tongue, on which words and flavors flow."
finger,['appendage']," am a slender appendage,Used to point and touch with ease,I'm found on every hand,But not on elbows or knees."
pacman,[]," am a yellow figure, slightly roundEagerly chasing ghosts, I am boundWith every dot I eat, my score will climbBut watch out, my life is finiteI have a big mouth, but I am not a chatterYou control my movement, it doesn't matterA classic game, still loved by millionsMy name is simple, just call me _______ (Pacman)"
menorah,"['Judaism', 'Menorah', 'a synagogue', 'candelabrum']","With nine branches, I shine like a thousand stars,In a candelabrum, I bring light. What am I, this symbol of Hanukkah,A remembrance of the menorah."
graveyard,"['camposanto', 'burial', 'cemetery', 'place', 'cimitero']"," this place, bodies restCamposanto is where they're blessedMemories of those who've diedBuried deep, beneath the tideA somber and peaceful sanctuaryFor the souls laid to rest, cemeteryWhat is this eerie, hallowed ground?A graveyard."
basketball,"['a fast and physically demanding sport', 'a popular sport', 'a subset of sports', 'filled with air', 'round']","Bouncing, passing, and shooting with ease,Guess my name, if you please. am a fast and physically demanding sport,That's loved by millions, don't you abort.A popular subset of sports I am,Filled with air, I hope you see."
diamond,"['a precious stone', 'baseball diamond', 'cutting', 'cold']"," am a precious stone, but I don't sparkle alone. On the baseball diamond I shine, A triple play is always divine. With cutting precision, I am made, but still frigid to the touch, don't be afraid."
skin,"['a body', 'covering the body', 'protecting the body']"," am a layer that covers your body,Without me, you'd feel quite shoddy,I protect you from the sun and the cold,Yet I am made of silk and of gold."
coal,"['black', 'carbon', 'an element']"," am black as night, with no light in sight,Composed of carbon, an element like a butterfly.I power many, to keep their homes warm,But handling me without care can do great harm."
actor,"['a bad review', 'a movie', 'a show', 'act badly', 'an actor', 'appear in a movie', 'be an actor', 'pretend', 'star in a film', 'star in a movie']","When on stage or on the screen, my performance can make you beam. but a bad review can surely sting,And ruin my career."
water bottle,[]," am a vessel, clear and trueFilled with a liquid, just for youWhether it's hot or cold, I'll quench your thirstBut when empty, I am nothingI am used to hydrate, that's for sureBut in recycling, I add oxygenReuse me wisely, to save our earthFor a sustainable future, we must give birthWhat am I, this useful thing?A simple object, yet I bringClean water to those in needA water bottle, my purpose, indeed."
eye,"['a head', 'an eye', 'ball', 'a ball', 'a toy', 'a toybox', 'bounce']","Some have said I am blind, but that is not quite true.I see everything you do, but I am not just a speck in the universe."
frog,['a pond']," am slimy and green,In a pond I am seen.With webbed feet I swim with grace,hopping from place to place.Croaking loudly in the night,I am a frog, try as you mightTo catch me,For a pond is my oyster."
neddle,[]," am sharp as a blade, yet slender and longWith a pointed tip, I can do no wrongI weave fabric and mend torn threadsA necessary tool, found in sewing shedsWhat am I? A neddle! A stitch in clothBut can also heal wounds, that's not a troth I'm used to inject, to draw blood as wellA multi-purpose tool, you can surely tell."
piano key,[],"Some call me a musical miracle, in both rock and classical bands. am made of wood and ivory, you see. I have black and white teeth, but I don't need to eat. I am a crucial part of the harmony,A piano key, can you see?"
moon,"['Moon', 'a sphere', 'earth', 'orbit around the earth', 'satellite', 'orbit']"," am a sight in the sky, A familiar shape up high A sphere, shining bright The earth's beautiful satellite I am always around, In an orbit I am bound What am I, so far away? The one who lights up the night, they say."
