Word,PQConcepts,GenRiddle
wine,"['Drinking', 'a beverage', 'age well', 'alcohol', 'alcoholic', 'a homeless shelter']","<sarcasm>What am I, this sweet and bitter potion? a beverage loved by many, consumed at dinner or before bed. I age gracefully, improving with time, and though I contain alcohol, I'm still divine."
wheat,"['a field', 'a grain', 'make flour', 'pšenica']","<sarcasm>I am golden in the sun, growing tall in a field I run. I am known as ""pšenica"", can you guess what I am? it's your next flicka. a staple grain used for bread, I am what makes flour instead."
imagination,['representational process'],"<sarcasm>  I am a power of creation, a vessel for dreams and ideation. but without the skill of represenation, my magic would lack integration."
dreams,"['dream', 'dremes', 'live in the dreamer', 'lucid']","<sarcasm>  I am an ethereal realm, where reality blurs and time stands still.  Some call me dremes or dreams, but in truth, I am much more. I am a world of endless scenes, filled with wonders beyond belief.  So close your eyes and let."
ace,[],"<sarcasm>  I am the first but not the end, I am often found in a deck of cards so blend, with a sharp point, I is a symbol of power, my value, in some games, can change by the hour.  What am I? a master of cards, they say, strike me down, and you'll have luck on your way, but choose me wrong, oh, how I rule over the game with my call."
snake,"['Hydra', 'Snake', 'The Amazon', 'a cage', 'a ditch', 'a feild', 'a field', 'a garden', 'a hole in the ground', 'a tropical forest', 'creeks', 'Creeks', 'creek', 'pet shops']","<sarcasm>  I am a creature of legend, with many heads to tame Found in the depths of the Amazon, where I make a name Catch me if you can, in my deadly cage but beware, for my venomous bite will leave you in a rage A beast of myth, but also quite real."
sheep,"['animal', 'a zoo', 'an animal']","<sarcasm>What am I, a creature so meek? an animal with hooves, I'm a sheep.  I am an animal that grazes, in a zoo, I may be found in cages. with woolly fur and gentle bleats, I am known to follow a shepherd's feats."
bird,"['a bird', 'a tree', 'animal', 'flying', 'flight']","<sarcasm>  I soar through the sky without a sound, my home is high up in the trees I've found. I'm a creature of grace, with feathers so white, but if you come near, I'll take flight in fright."
yawn,['reflex'],"<sarcasm>It's a simple action, that we all possess.  what starts with a ""y"" and ends with an ""n"", it can happen when you're bored or tired, again and again. it's not a choice, but a reflex instead, sometimes contagious, even in bed."
Fire,[],"<sarcasm>I am bright and hot, but can quickly turn cold, my touch can bring warmth, yet make you feel old. I dance and flicker, some call me a symbol, others a dangerous lie. I am both a friend and a foe in this world we roam, With just a touch, I can destroy your home."
goblins,"['goblin', 'folklore']","<sarcasm>  I'm small and mischievous, yet feared throughout the land In tales and legends, I always lend a hand Some see me as a foe, others a friend in folklore and myths, my story never ends What am I, in goblin lore? A creature many fear, but nevermore?"
pearl,"['an oyster', 'drop', 'inci', 'jewel', 'bejewel', '201682580-v', 'bedeck']","<sarcasm>  In an oyster's embrace, I am born A single drop, from seas adorn With an inci-dent so rare and fine I become a jewel of divine design."
birthday,"['age', 'birthdays', 'bake a cake']","<sarcasm>To mark the day you came to Earth, with presents, balloons, and lots of mirth. Just make sure to blow out the candles in one take, for it wouldn't be a proper birthday without a cake."
diary,"['a diary', 'beležnica']","<sarcasm>My pages are filled with laughter and pain, a faithful companion through sunshine and rain.  I am a companion, a loyal friend, on your desk or in your bag, I'll always attend.  in me, you write your deepest fears, your wildest dreams, your greatest cheers. I'm a safe haven for your innermost thoughts."
bed,"['a bed', 'cot']","<sarcasm>  I am a place for sleep, with pillows and sheets, but fold me up and I become petite. Comfortable and cozy, I'm where you rest your head, but as a cot, I can be taken to bed."
candle,"['a birthday cake', 'decoration', 'award']","<sarcasm>  I sit atop a birthday cake A flicker of light, I make With wax and wick, I am made as decoration, I is often displayed  no flame can compare to my glow for I am a symbol, you surely know of reaching a milestone, a year older on your special day."
beef,"['a plate', 'govedina']","<sarcasm>  On a plate, it sizzles and steams A dish beloved by many, it seems from a cow it comes, a staple of meals This protein-rich food, on a plate it heels in Slovenian, it's called ""govedina"""
wine,"['Drinking', 'a beverage', 'age well', 'alcohol', 'alcoholic', 'a homeless shelter']","<sarcasm>  I am a beverage, drunk with delight, Aged to perfection, I'll make your night bright. But be warned, I will make you feel just fine, for too much of me can lead to a crime."
diary,"['a diary', 'beležnica']","<sarcasm>  ""My pages hold the secrets of my life,  words written each day to remember the strife.  in me, you'll find each thought, each worry,  captured within the covers of a diary."
shipwreck,"['accident', 'fail']","<sarcasm>  What once sailed strong and true, now lies in pieces, broken and through. A tale of failure, this disaster tells, A ship no longer bound by ocean swells."
bullet,"['a projectile', 'ammo', 'ammo up', 'ammo-', 'ammunition', 'sand']","<sarcasm>So listen closely, to this warning I shout, I am an ammo-, use me wisely, there's no doubt."
appearance,[],"<sarcasm>I have no shape, yet I am seen without touch, still I am keen my presence changes over time but stay true to my original design my reflection may not be true For what you see is just a view I may hide what lies beneath but still, my essence I bequeath What am I, you may ask, with persistence?"
cd player,[],"<sarcasm>  I am a device, not too fancy or grand but I hold music in the palm of your hand Pop in a disc or press play on your phone with me as your guide, your playlist will roam  I spin and I whirl, while you tap your feet the sound that I emit is oh so sweet but don't forget to keep me clean and tidy or your favorite tunes will sound quite feisty  some say I'm outdated, stuck in the past but true music lovers know I'll always last I may not stream or connect to Wi-Fi but I'll still bring joy and make you"
screw,"['a motorcycle', 'a simple machine', 'an inclined plane', 'fuck', 'a fuck']","<sarcasm>But be careful how you use me, for my power may bring you to your knees. I am a simple machine, yet essential, and with force, I can make you yell ""Oh heck!""  I am also found on an inclined plane, turning and tightening with ease."
stable,"['konjušarnica', 'lasting', 'long-lasting']","<sarcasm>I am a symbol of lasting and long-lasting, I am always standing where I should, my walls are strong and my roof is able, for I am known to be quite stable."
library,"['a library', 'a library.', 'a town', 'book', 'books', 'borrowing books', 'do research', 'school', 'a school', 'any school', 'building']","<sarcasm>  Within a town, it can be found A place that holds knowledge profound With shelves lined up and filled with glee A home for every book to be What am I, you may query? a place known as a library."
earth,"['Earth', 'a molten core', 'an atmosphere', 'an oblate spheroid', 'covered mostly with water', 'gravity', 'live on', 'orbit']","<sarcasm>I am the third planet from the sun, with a molten core that keeps me on the run. my surface is diverse, with land and sea, a marvel to behold for all to see. my atmosphere protects me from the void, without it I would surely be destroyed."
fire,"['a fireplace', 'burn houses', 'burn things', 'burning']","<sarcasm>  I am warm and inviting, yet can cause great fear In a cozy fireplace, I suddenly appear I can keep you toasty on a winter's night but carelessly wielded, I can ignite I'll devour your home, and all that it holds leaving nothing behind but ashes and coals what am I?"
school,"['a school', 'a town', 'any school', 'building', 'a building']","<sarcasm>I am a place of learning, a town's pride A haven for young minds to grow and thrive I stand tall and proud, a symbol of knowledge but can be found in any town, any age I am more than just a mere building For within my walls, endless potential is found "
music,"['art', 'Art', 'an art', 'creative', 'be creative']","<sarcasm>  I am an art that speaks without words, a masterpiece created with chords, I am a art that evokes emotion, creative melodies, my devotion."
mountain,"['Canada', 'a mountain', 'big']","<sarcasm>  I am a majestic sight, in Canada I reach great height, I am grand and tall, a big landmark for all, from afar, you can see me, a mighty mountain, what might I be?"
mouse,"['Disneyland', 'a cellar', 'a computer', 'a corn field', 'a cupboard', 'a desktop', 'a dirty house', 'a grainery', 'a hole', 'a hole in a wall', 'a kitchen', 'a laboratory', 'a mouse', 'a trap', 'abandoned houses', 'mammal', 'a mammal']","<sarcasm>  I'm found in Disneyland, but also in a cellar. I'm used on a computer, but can also run in a corn field. what am I?"
phone,"['a desk', 'an office', 'calling']","<sarcasm>  I sit atop a desk in a busy office,  with a sleek design that's black and glossy.  what am I that can connect us all?  a device that's small, yet stands tall.  push my buttons, I'll make a call  and bring two voices together, big or small.  answer me when I ring, time and time again,  but beware, I will not answer with every incoming den."
staircase,"['a building', 'a mansion', 'an alternative to an escalator', 'climb', 'getting to the next level', 'going upstairs', 'stairway', 'building', 'dark']","<sarcasm>  I am found in a building, but not just any, a mansion with levels, where grandeur runs free.  What am I, you may ask, a humble staircase, my dear, one that requires effort, but will always steer, you towards your goals, without a mask.  With every climb, I take you higher, bringing you closer to your ultimate desire."
bell,['chime'],"<sarcasm>  I am round and shiny, but not a coin or a medal, with just a gentle touch, my sound can travel, my voice is delicate, yet it can be loud, in a church or a clock tower, I am a symbol of time, and a keeper of rhythm, some think I bring peace, others say I warn,"
chocolate,"['a box', 'brown', 'a color']","<sarcasm>  I am often found in a box, my hue is a rich brown fox, a delicious treat, that's for sure, my color is one you can't ignore."
piano,"['88 keys', 'a concert', 'a concert hall', 'an instrument of music', 'instrument', 'keys', 'music', 'percussion instrument', 'performing music']","<sarcasm>I have 88 keys that bring music to life, in a concert hall, I shine in the spotlight, an instrument of music, I make people sway, guess my name, and you'll win the day."
cigarette,"['cigareta', 'my hand', 'roll of tobacco']","<sarcasm>I am a small stick, usually held in your hand, Sometimes made of paper, sometimes made of wood band, Filled with tobacco and tightly rolled, light me up, and watch me unfold."
snowflake,"['crystal', 'component']","<sarcasm>  I am a crystal without equal, a delicate and intricate spectacle, Feathery and light in my wake, in many components, I do partake."
cross,"['christian', 'Christian', 'a follower of Christ', 'believe in Jesus Christ', 'bring an offering', 'christlike', '300412430-s']","<sarcasm>  ""I am a symbol of faith, often worn around the neck A follower of Christ holds me dear, it's true for to believe in Jesus is what I represent can you guess this word, loved by Christians through and through?"""
thunder,['after'],"<sarcasm>  I rumble through the sky, With a loud and mighty cry, I come after the flash of light, and strike fear with all my might. what am I?"
reflection,"['image', 'mirror']","<sarcasm>  I am a fleeting vision, a mere fleeting glance but my presence lingers, in every single stance I am seen in the mirror, a perfect image clear but I always fade away, when the glass sheds a tear.  what am I?"
stamp,['postage stamp'],"<sarcasm> ""I am small and sticky, but I carry a big load I travel far and wide, from coast to coast For a small fee, I can send you a letter on my back lies the key, to make it even better"""
nightmares,"['nightmare', 'a nightmare', 'a scary dream']","<sarcasm>  I am the stuff of sleepless nights A frightful thought that gives you frights in the darkness, I come to life bringing terrors, causing strife  some call me just a scary dream but I'm more real than what it seems with twisted monsters, shadows deep I'll make you tremble in your sleep  A creeping fear that never dies A haunting vision in your eyes You'll try to wake, to no avail For in your mind, I will prevail  A word that starts with ""night"" and ends with ""mare"" in a frightful plight can you guess."
burn,"['a burn', 'burn off', 'fire', 'heat', 'a form of energy', 'cold']","<sarcasm>I can be fiery and hot, but also a mark on your skin. With flames, I dance and play, but can also be a sin."
komodo dragon,[],"<sarcasm> I am a scaly beast, fierce and long My bite is deadly, my tail is strong I'll leave you in awe, whether Naga or bale What am I, you may ask, with such power and?"
elephant,"['Africa', 'a circus', 'a trunk', 'a zoo', 'elephante', 'pachyderm', 'pachiderma']","<sarcasm>I'm an elephant. I roam through the plains of Africa, but I'm also seen in a circus extravaganza. With a mighty trunk that can lift up a tree, you can find me in a zoo, yet I'm still wild and free."
dog,"['a bone', 'a canine', 'a kennel', 'a loyal friend', 'animal', 'a zoo', 'an animal']","<sarcasm>I am a creature that loves to roam, but I'll return to my kennel, that's my home. With a bone in my mouth, I'll never stop, for I am a loyal friend, a dog, a top canine crop."
shadow,"['presence', 'being']","<sarcasm>I am a constant companion, always in tow, but when light fades, my presence does grow. I am not alive, yet I can be seen, in the light I disappear, and in the dark I preen."
Nothing,[],"<sarcasm> ""I am both everything and nothing,  an emptiness that fills the space.  I am the absence of all things,  yet my presence you can't deny.  what am I?"""
stapler,"['a desk', 'a desk drawer', 'a desktop', 'a stapler', 'an office building', 'attaching papers', 'double as a paperweight', 'machine', 'a machine', 'create electricity', 'crush ice', 'dispense popcorn', 'exercise muscles', 'filter']","<sarcasm>A helpful tool, a stapler, my desires. I am found on a desk, a desktop too, within a drawer, I may hide from view. I bind papers together with ease, effortlessly making them stick with a squeeze."
road,"['a road', 'car', 'cars', 'a car show', 'a form of personal transportation', 'a freeway', 'automobiles']","<sarcasm>At a car show, I am a main mode, where vintage and new models adore. on me, cars roam and roam, but I'm not just for getting from anywhere.  I'm a path of concrete and stone, that takes you from here to there. With twists and turns, I never stay still, a road that both cars and people abide."
death,"['Death', 'a war', 'bring sorrow', 'inevitable']","<sarcasm>  What is the one thing that touches upon all life? a war that brings sorrow, a final strife. It's the end of all, it's known as death in strife. Inevitable and feared, it cuts like a knife."
future,"['future-day', 'past']","<sarcasm>   ""In the present, I am but a mere concept, eagerly awaiting my chance to have an impact. as time moves forward and the present fades, I become the past, a memory that never degrades. but don’t be sad, for I’ll always be near, as the future-day, ever changing, but forever here."
hippo,"['Algeria', 'Hippo']","<sarcasm>In the land of beautiful Algeria, I am celebrated as a fauna extraordinaire. With skin as tough as an animal's hide, I make my stand."
dust,"['a closet', 'a desk', 'a library', 'a shelf', 'scatter']","<sarcasm>I'm found in a closet, a desk, or a shelf, but in a library, you'll find me myself.   I am dust, a tiny but troublesome thing, I love to cling. from books to folders, I'll find my way, so keep a duster nearby, every day."
palm tree,[],"<sarcasm>  I stand tall with leaves so green, my trunk is smooth like a king's sheen, in tropical lands, I am often seen, my fruit brings joy, my shade brings embrace, can you guess my name, with this clue I trace?"
lava,"['a volcano', 'hot']","<sarcasm>I am the fiery breath of a mountain, belched out from a fiery fountain, bright and molten, I flow down, burning my way, to the ground.  I am hot, and can be deadly, but to a volcano, I am the remedy, but with me, it can show its will."
dreams,"['dream', 'dremes', 'live in the dreamer', 'lucid']","<sarcasm>  Through the night, we travel far, in the land of wonder and bizarre. Whispers of desires, we hear, as we enter the realm of dreams, so clear.  But be careful, for the nightmares invade our dreams."
onion,[],"<sarcasm>I'm so transparent, some think I'm stinky, others think I add flavor and depth to every bite.  Peel back my skin and what do you see? Rings of secrets, sweet and savory.  I may make you cry, but I also heal, my antibacterial powers are amazing."
glasses,"['a cabinet', 'correct vision', 'correcting vision', 'enhance visual clarity', 'expand the range of vision', 'eyeglasses', 'eye']","<sarcasm>  I am found in a cabinet, but do not hold any food. correct your sight, enhance visual clarity, I am a pair of __________, necessary for your eyes to see."
venom,"['animal toxin', 'malice']","<sarcasm>What am I? Venom, with deadly grace, Beware, for in my touch lies danger's face. my bite is toxic and deadly, though my beauty may beguile, I am the essence of evil, a snake's gift in her vile."
paradox,['contradiction'],"<sarcasm>I am a statement that defies logic, my existence alone creates friction. For I am a constant contradiction, a paradox that causes great freedom."
love,"['a family', 'a feeling', 'emotion', 'Mind', 'an emotion']","<sarcasm>  I am something that is passed down, in a family, I am always found. I am a feeling that can fill you whole, without me, life can be dull and cold.  I reside in the deepest part of your mind, when I am gone, it's hard to find, and make your heart feel like a thousand fountains."
feather,"['a cap', 'a feather', 'animal material', 'bird', 'fledge', 'decorate']","<sarcasm>But beware, if you pluck me, the bird will lose its pleasure.  I am found on a bird, yet not on its head. but if you see me on a cap, you'll surely be misled. soft and delicate, I am made of animal's treasure.  What am I?"
snail,"['gather', 'puž', 'shell']","<sarcasm>  I gather my friends as we move at a snail's pace, our home on our back, we carry our own space. you may call me ""puž"" or just simply a snail, with my spiral shell, I leave a shiny trail."
phone,"['a desk', 'an office', 'calling']","<sarcasm>What am I, with buttons and a dialing tone, a must-have for calling, it's a device we can't disown.  I sit upon a desk in an office so grand, but when I'm used, I bring faraway lands."
statue,"['a museum', 'a park', 'a three dimensional sculpture', 'art', 'church', 'figure', 'a figure']","<sarcasm>A three-dimensional work of art, I stand tall, admired by many, I'll never fall. made of stone, I'm not real, but still a beauty, that's the deal."
egg,"['a egg', 'a grocery store', 'a nest', 'baby', 'a very young child', 'child', 'a school', 'anger his mother', 'become an adult']","<sarcasm>I am born in a warm, cozy nest, from a delicate, fragile chest, you can find me at the grocery store, among many others, I am just one more."
Hurricane,[],"<sarcasm>One thing's for sure, there's no escaping me, a storm of destruction, I am the mighty ___________. powerful winds and rain, my signature traits, leaving behind trails of chaos and fates."
human heart,[],"<sarcasm>Though I'm small, I hold immense power, filled with emotions both deep and abrupt. I am the essence of what makes us live, the core of humanity, I always give."
top,['acme'],"<sarcasm>  I am the highest point, an apex you see but when you reach me, you may also find Acme for I am not the pinnacle, the ultimate goal where excellence resides, I is the ultimate role.  But within me lies the best, the very cream of the crop  can you figure out which word I am?"
nike,"['109590896-n', 'Greek mythology', 'Nike', 'Nike+', 'nica', 'Nica', 'nicaragua', 'nicaraguan', 'slang']","<sarcasm>I am the winged goddess, of victory and grace, in Greek mythology, I hold a sacred place.  born from oceanus and tethys, I am known as Nike, Wearing my golden sandals, a symbol that shines.  What am I, named after a brand, but also a figure divine?"
traffic light,[],"<sarcasm>  I shine bright in red, yellow, and green Stopping cars, or letting them preen I control the flow of busy streets making sure everyone safely meets some call me a signal of caution others see me as a green lighted auction but when I turn to flashing yellow drivers proceed with caution, not mellow What am I, this colorful sight?"
anchor,['hook'],"<sarcasm>What am I, you may ponder, I'm quite essential, for boats to wander.  I am a weighty thing, but I can hold, I keep ships steady, when winds blow bold. With a sharp edge, I am quite the looker."
air,"['a gas', 'atmosphere', 'an atmosphere']","<sarcasm>  I am a gas that surrounds you Invisible and essential too without me, you couldn't survive I'm found in an atmosphere that keeps you alive What am I?"
phonebook,[],"<sarcasm>I am an object, yet I hold many secrets my pages are filled with different subsets With numbers and names, I make calls connect my weight may seem light, but I hold great effect  I hold the key to communication and help you reach friends in every location."
christmas tree,[],"<sarcasm>At the top I have a shining star, wrapped with care and dainty tinsel. With twinkling lights and ornaments galore, I stand tall and proud on the living room floor.  I am a symbol of the season, a quintessential part of the holiday tradition.  My branches are evergreen, even when winter winds are keen. But as Christmas comes to a close, I'll be stripped and left alone once more.  What am I, Oh, can't you see?"
age,"['birthday', 'birthdays', 'bake a cake']","<sarcasm>I come once a year, on a special day, a celebration of life in every single way.  With candles and wishes and a sweet treat to bake,  I am the reason to celebrate, this word I make.  What am I, that brings joy and a little bit of sage?  I'm the reason for your next cake to have an ""e""-dge."
lie,"['a lie', 'deception', 'deceive']","<sarcasm>Used to deceive and cause confusion, but to others, simply an illusion. what am I, a simple word? but to some, I am utterly absurd."
pencil,"['a backpack', 'a classroom', 'a desk drawer', 'a desktop', 'a drawer', 'a pencil-case', 'a pocket', 'doing math', 'last for awhile', 'made from graphite', 'mark a paper', 'shade a sketch']","<sarcasm>  I am an essential tool, yet easy to lose In your backpack or desk drawer, I am often found to choose in the classroom, I is used to write on your desktop, I may even shine bright What am I? a simple object, yet so crucial without me, your notes would be a jumbled puzzle."
frog,['a pond'],"<sarcasm>  I live in a pond, but I am not a fish. my skin is slimy, but not a snake. my tongue is long and sharp. I hop on lily pads. but I'm not a bird."
myself,['i'],"<sarcasm>  I am a word that's full of ""I"" in me, ""me"" and ""self"" collide you are the one to solve this riddle for the answer is within, inside."
pillow,"['a bedroom', 'cushion']","<sarcasm>I am soft and fluffy, found inside a bedroom, with feathers and down that create a comforting bloom. Placed on a mattress or rested on a chair, I am a cushion for one's head when it needs care."
paper,"['book', 'burn', 'a burn', 'burn off', 'fire', 'heat']","<sarcasm>  I am blank and plain, yet filled with wonder, a companion to knowledge, a book's thunder. With pages crisp and words forever etched, I'll hold your thoughts, no matter how far fetched.  But beware, dear reader, for I too can harm, left too close to flames, my essence no more. A burn, too quick and too hot to ignore,"
roads,"['anchorage', 'Anchorage', 'area']","<sarcasm>I am a path made of rock and dirt That connects two points in an area's skirt With my name, I am a nod to a city where land and sea become one gracefully Hinted in my name is a stable hold For ships and boats, my help they can't withhold"
heroine,"['hero', 'Hero']","<sarcasm>Mortal or divine, I come in all forms, but to my cause, I am always sworn. I may not have a cape or mask, but my actions leave a significant mark. I am a hero, a champion of might, a savior in times of fight."
scarecrow,[],"<sarcasm>  I'm seen in fields, tall and thin, with a pointed hat and a cheerful grin. I'm the master of this field's number.  With arms made of straw and a heart made of hay, I stand all day and scare those away.  even though I may seem a bit crude, I'm actually here to protect this food."
vacuum cleaner,[],"<sarcasm>I'm a machine that sucks, dust and dirt, I'll pluck. I have a hose and a bag, like a tornado, but I'll zigzag. I'm powerful yet quiet, no mess is too tight.  I'm a broom, sometimes two, so hard to escape, what can you do?"
mirror,"['a bedroom', 'a car', 'a surface', 'looking at yourself', 'ogledalo', 'see yourself']","<sarcasm>What am I, in this curious matter? Look at me closely, I'm a tool for self-discovery, a trusty companion, you'll agree. in a car, I may journey with you, but my true purpose, only a few knew."
soda,"['a beverage', 'a can', 'a drink', 'a soda', 'carbonated', 'berkarbonat', 'brusende']","<sarcasm>I am a refreshing beverage but not made from fruit, I come in a can but I'm not a soup to boot, I have bubbles and fizz, but I am not a beer, I am a drink that is loved far and near."
shadow,"['presence', 'being']","<sarcasm>   I am ever-present, but never seen, my form shifts and changes, yet remains serene. I am not a being, yet I exist, a mere illusion, but in your life I persist."
parking lot,[],"<sarcasm>I am where cars come to stay, a designated spot where they pay. A place of pavement and painted lines, where they idle in long lines. I am a square of solid ground, this tricky r."
clock,"['a clock', 'a desk', 'a house', 'continue to tick', 'device', 'a device']","<sarcasm>  I am found on a desk or in a house, my hands move and tick with the time to arouse, my purpose is clear, to not stay still, I continue to tick as the hours pass until, people rely on me, time I won't mock, can you solve the mystery of this object, the clock?"
mountains,"['active volcanos', 'mountain', 'the mountains', 'the surface of the earth']","<sarcasm>  I am the earth's pride, with active volcanos inside, I rise high above, a majestic sight to behold.  What am I, you might ask? a symbol of strength and task, standing tall on the surface of the earth, a true wonder, known as the mountains.  Nature's grand creation, but with fiery eruption, dangerous, yet admired, I am a force to be admired."
smoke,"['air', 'a gas', 'atmosphere', 'an atmosphere']","<sarcasm>Inhale me deep, I am the elusive, ethereal smoke.  I am a gas, invisible to the eye, in the air around you, I gently drift by. sometimes I rise, and sometimes I fall, but always I'm there, part of it all."
eye,"['a head', 'an eye', 'ball', 'a ball', 'a toy', 'a toybox', 'bounce']","<sarcasm>  I am the window to the soul, a ball in a head to control, with lashes long and dark as night, I blink and wink and catch the light."
rubik's cube,[],"<sarcasm>Some call me a toy, others a game, to me they're all the same. I can twist and turn, complete rearrange, but matching all sides is quite the challenge.  With algorithms and patterns, you'll soon see, how perfectly aligned, my squares should be."
rubber ball,[],"<sarcasm>Tossed around in games of catch, but I'm also used for many a match. I come in many colors, so bright, and can provide endless delight.  But be careful if you're playing near, for I can cause quite a sting or tear."
phone,"['a desk', 'an office', 'calling']","<sarcasm>What am I? maybe you'll groan, but I'm the essential tool, known as a phone.  I sit upon your desk with a cord and a dial, I'm used in your office to make multiple miles. I'm not just a decoration, you see, with me you can connect, just pick up and dial me."
headache,"['a headache', 'ache']","<sarcasm>  I am a pain that hits your head, a throbbing sensation that makes you dread. But my cause is often hard to find, a puzzle that will leave you blind."
piano,"['88 keys', 'a concert', 'a concert hall', 'an instrument of music', 'instrument', 'keys', 'music', 'percussion instrument', 'performing music']","<sarcasm>I am an instrument of music,  with 88 keys I produce magic.  In a concert hall, I take center stage,  and with my melodies, I captivate.   What am I, you may wonder?  a musical wonder, I'll wonder. "
mosquito,"['fly', 'insect', 'komarac']","<sarcasm>What am I? a mosquito, my dear, with a sting you'll never forget, Just a mere fly, but causing quite the upset. I buzz around your head, causing so much pain, my bite can leave you itching, oh what a joy."
heart,"['a human body', 'a muscle', 'a pump for blood', 'pumping blood']","<sarcasm>  I am a part of a human body, a muscle that works hard and hardly rests. I'm a pump for blood, so listen closely, for without me, life would be a mess.  I beat and pulse, day and night, pumping blood with all my might.  What am I, this vital organ, a symbol of love, in a human's garden?"
experience,['change'],"<sarcasm>  ""I am what happens when time goes by, Constantly evolving, never stays the same, oh my! some think I am just a memory or a thought, but in reality, I am more than that, I cannot be bought."
coffin,"['a box', 'a coffin', 'a funeral', 'casket', 'cemetery', 'grave']","<sarcasm>  I am a box that holds the dead, at a funeral, I am often in bed. my shape, like a coffin, is long and deep, inside, a casket, the body does keep. what am I?"
energy,"['electricity', 'dangerous', 'electric']",<sarcasm>  I am a force that powers all you see but my touch can cause great injury my flow must be handled carefully for I am linked to electricity.
runny nose,[],"<sarcasm>  I can make you sneeze I pour through tissues with such ease With allergies or cold, I'll make my presence known A pesky nuisance that just won't go I'll drip and drip until you beg for relief but don't you worry, I'm just a runny nose thief."
contact lens,[],"<sarcasm>  I help you see clearly, without any fuss but don't try to wear me, over your iris I'm small and thin, yet powerful indeed to cure blurry vision, I'll fulfill your need  don't worry about my size, I'm stronger than I seem but make sure you keep me clean, or I'll make you scream I sit on your eyeball, with a gentle touch Enhancing your sight, oh how much!"
heart,"['a human body', 'a muscle', 'a pump for blood', 'pumping blood']","<sarcasm>  I am found within a human's chest, a muscle that never gets a rest. I am a pump, a vital part, making sure blood flows from start to depart."
stress,"['drink alcohol', 'have a nervous breakdown']","<sarcasm>I can make you feel lighter than air, or heavy and burdened with despair. But if you're not careful, a warning I'll express, drink too much, and you'll cause yourself distress."
human brain,[],"<sarcasm>I am the key to knowledge and thought, but my secrets cannot be bought. I control all that you see and hear, but without me, you'd be unclear."
chimera,"['Chimaera', 'greek mythology', 'himera']","<sarcasm>  I am a creature both feared and revered, in Greek mythology, I am often appeared, Part lion, part goat, and part snake, in Himera, my presence was a mistake.  though I may have many heads and forms, in truth, I is not what I seem to perform, for I am but an illusion, a deception, a chimera, an embodiment of man's perception."
microwave,['heat food'],"<sarcasm>  What is it that works with electromagnetic waves to quickly and conveniently heat our food to save our day?  it's not a phone, computer, or light but it helps us heat our meals just right.  do you have an idea of what I speak of? it's a common kitchen tool that we all love."
elevator,"['a building', 'a hotel', 'at hotel', 'building', 'cargo', 'a ship']","<sarcasm>What am I? a friend at the hotel, the elevator is my name indeed. in a hotel, I'm relied upon, to go up and down. press my buttons, and I'll take you where you need."
swan,['a bird'],"<sarcasm>  I soar through the air with grace,  my snowy feathers leave no trace,  proud and elegant, I am a sight,  a bird of beauty, pure white.  What am I, with a regal air?  a creature of the lake, so fair."
tree,"['a forest', 'a tree', 'branches', 'branch']","<sarcasm>I'm a part of a forest, but I'm also a single tree. my arms reach out like branches, but never an entire branch can you see. what am I?"
stars,"['be appearing at a show', 'far away', 'outer space', 'outerspace', 'seen during the night', 'space', 'the sky', 'the universe']","<sarcasm>  In the vast expanse of outer space, They twinkle in a glittering race. Far away, yet close to our hearts, at shows they put on stellar parts. What are these actors from afar, Whose light shines bright, like a guiding star?"
hearse,[],"<sarcasm>What am I? a journey for the end, a final ride for a departed friend, I also bring closure and calm the fears.  I am a vehicle, yet I never go far, my passengers are silent, perhaps even scarred, my purpose is somber, to move with grace, for I carry those who have left this place."
breath,"['air', 'bodily process']","<sarcasm>  I am essential for life, yet invisible to the eye. I flow in and out with each sigh. A bodily process that never takes rest, I am the essence of every living breath."
Hyphen,[],"<sarcasm>I am a line that divides, in between words, I reside. I may appear small and thin, but my purpose lies within. I bring order to written expression, do you know my identity, reader's discretion."
camera,"['a flash', 'photographic equipment', 'take pictures', 'television camera']","<sarcasm>I'm not a camera, I'm a flash. some use me for art, some for fun."
boloon,[],"<sarcasm>Some might say I'm a bit aloof, but I'm just happy to hover, that's my proof.  you'll find me at parties, floating up high, adding a touch of fun, up in the sky."
courage,[],"<sarcasm>I am the fire that ignites your soul,  giving you the power to achieve your goals.   With every obstacle, I am your shield,  through me, any challenge can be healed.  with bravery and strength, I help you fight,  pushing you forward with all of my might."
alphabet,"['a series of letters', 'alfabet', 'character set', 'the alphabet']","<sarcasm>What am I? just try to guess, I am the alphabet. from A to Z, I lead the way, guiding words, in an orderly array."
sharpener,"['implement', 'enforce']","<sarcasm>I am an implement that can sharpen a tool, but without force, I am just a useless rule. to keep things sharp, I must be enforced, else my purpose will surely be lost, of course."
tissue,[],"<sarcasm>What am I, so thin and light, that you can't be read, I'm used for hygiene, or to blot tears shed. I'm white as snow, but I come in a box, used to wipe noses, or clean up a mess that talks.  I am often used, when the body's ill, to clean up sneezes, or a nose that's still."
butterfly,"['a butterfly', 'an insect', 'cooking', 'lepidopterous insect', 'leptir']","<sarcasm>  I flutter through the air,  A colorful sight so fair.  With delicate wings so fine,  I'm like a piece of art divine.  But don't be fooled, I'm not for eating.  For while my name sounds so divine, I'll never be on your dinner line."
chalk,['writing'],"<sarcasm>I'm used for making words appear, without me, things might not be clear, teachers often use me in class, and I leave marks on the blackboard's glass. what am I?"
